Day Of Week,Route,Direction,Time Period,Stop ID,Stop Name,Stop Sequence,Time Period AVG On,Time Period AVG Off,Time Period AVG Cumulative Load,Time Period AVG Dwell Time (min.)
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,446,Bluff Creek Dr/Artisans Way,21,0.0,0.0,19.5,0.07
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,447,Bluff Creek Dr/Campus Center Dr,22,0.0,0.0,19.5,0.23
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,448,Campus Center Dr/Waterfront Dr,23,0.3,0.3,19.5,0.33
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,449,Jefferson Blvd/Centinela Ave,24,0.8,0.5,19.8,0.19
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,450,Jefferson Blvd/Westlawn Ave,25,0.7,1.0,19.5,0.31
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,451,Jefferson Blvd/Mcconnell Ave,26,0.2,2.9,17.1,0.24
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,452,Jefferson Blvd/Beethoven St,27,0.0,1.5,15.6,0.21
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,453,Jefferson Blvd/Alla Rd,28,0.2,2.2,13.8,0.41
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,401,E.A.Way/JeffersonBlvd,29,0.0,15.2,1.5,8.32
1-Weekday,4-Jefferson Boulevard,outbound,3-MIDDAY,412,CulverCityTransitCenter,9999,0.0,2.0,6.0,0.00
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,429,ElectricDr/FairfaxAve,1,0.7,0.0,0.7,1.54
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,430,Fairfax Ave/Adams Blvd,2,2.9,0.0,3.5,2.04
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,431,La Cienega Blvd/Jefferson Blvd,3,0.0,0.0,3.5,0.49
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,432,La Cienega Blvd/Clemson St,4,4.5,0.1,7.9,0.55
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,433,ObamaBlvd/KalsmanDr,5,1.5,0.4,9.1,0.37
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,434,JeffersonBlvd/DuquesneAve,6,0.9,0.7,9.4,0.30
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,435,Jefferson Blvd/Leahy St,7,1.0,0.2,10.1,0.28
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,436,Jefferson Blvd/Raintree Cir,8,0.1,0.0,10.2,0.13
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,437,Jefferson Blvd/Indian Wood Rd,9,0.3,1.6,8.8,0.36
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,373,Overland Ave/Jefferson Blvd,10,0.5,1.5,8.0,0.38
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,318,WestLosAngelesCollege,11,1.1,0.4,8.1,0.45
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,438,JeffersonBlvd/OverlandAve,12,0.9,0.1,9.4,0.22
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,439,Jefferson Blvd/Cota St,13,0.6,0.5,9.8,0.19
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,440,Jefferson Blvd/Ballona Ln,14,0.3,0.1,9.9,0.19
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,441,Jefferson Blvd/Machado Rd,15,0.3,0.2,10.1,0.59
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,442,Sepulveda Blvd/Sawtelle Blvd,16,0.8,1.1,9.8,0.31
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,443,Sepulveda Blvd/Berryman Ave,17,0.3,0.4,9.6,0.50
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,310,CulverCityTransitCenter,18,3.4,6.9,6.3,1.25
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,444,Mesmer Ave/Jefferson Blvd,19,0.1,0.4,6.1,0.32
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,445,Bluff Creek Dr/Centinela Ave,20,0.2,0.5,5.7,0.16
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,446,Bluff Creek Dr/Artisans Way,21,0.0,0.0,5.7,0.07
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,447,Bluff Creek Dr/Campus Center Dr,22,0.0,0.1,5.7,0.24
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,448,Campus Center Dr/Waterfront Dr,23,0.6,0.1,6.0,0.37
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,449,Jefferson Blvd/Centinela Ave,24,0.1,0.4,5.7,0.20
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,450,Jefferson Blvd/Westlawn Ave,25,0.7,0.3,6.3,0.30
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,451,Jefferson Blvd/Mcconnell Ave,26,0.4,0.6,6.2,0.21
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,452,Jefferson Blvd/Beethoven St,27,0.0,0.0,6.2,0.19
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,453,Jefferson Blvd/Alla Rd,28,0.1,0.4,6.1,0.30
1-Weekday,4-Jefferson Boulevard,outbound,4-PM PEAK,401,E.A.Way/JeffersonBlvd,29,0.0,7.6,0.5,3.48
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,429,ElectricDr/FairfaxAve,1,0.4,0.0,0.4,1.08
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,430,Fairfax Ave/Adams Blvd,2,1.0,0.1,1.4,0.92
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,431,La Cienega Blvd/Jefferson Blvd,3,0.0,0.0,1.4,0.13
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,432,La Cienega Blvd/Clemson St,4,1.5,0.0,2.9,0.43
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,433,ObamaBlvd/KalsmanDr,5,0.3,0.1,3.1,0.33
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,434,JeffersonBlvd/DuquesneAve,6,0.5,0.1,3.4,0.24
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,435,Jefferson Blvd/Leahy St,7,0.1,0.0,3.5,0.14
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,436,Jefferson Blvd/Raintree Cir,8,0.3,0.5,3.2,0.21
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,437,Jefferson Blvd/Indian Wood Rd,9,0.0,0.2,3.0,0.30
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,373,Overland Ave/Jefferson Blvd,10,0.3,0.8,2.6,0.27
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,318,WestLosAngelesCollege,11,0.2,0.2,2.8,0.33
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,438,JeffersonBlvd/OverlandAve,12,0.1,0.0,2.7,0.17
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,439,Jefferson Blvd/Cota St,13,0.1,0.3,2.5,0.14
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,440,Jefferson Blvd/Ballona Ln,14,0.1,0.1,2.5,0.18
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,441,Jefferson Blvd/Machado Rd,15,0.2,0.0,2.7,0.36
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,442,Sepulveda Blvd/Sawtelle Blvd,16,0.1,0.1,2.6,0.15
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,443,Sepulveda Blvd/Berryman Ave,17,0.0,0.1,2.6,0.45
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,310,CulverCityTransitCenter,18,1.0,1.3,2.4,1.62
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,444,Mesmer Ave/Jefferson Blvd,19,0.1,0.2,2.2,0.30
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,445,Bluff Creek Dr/Centinela Ave,20,0.0,0.0,2.2,0.15
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,446,Bluff Creek Dr/Artisans Way,21,0.0,0.0,2.2,0.09
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,447,Bluff Creek Dr/Campus Center Dr,22,0.0,0.0,2.2,0.20
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,448,Campus Center Dr/Waterfront Dr,23,0.2,0.2,2.2,0.36
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,449,Jefferson Blvd/Centinela Ave,24,0.1,0.1,2.2,0.26
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,450,Jefferson Blvd/Westlawn Ave,25,0.2,0.1,2.3,0.33
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,451,Jefferson Blvd/Mcconnell Ave,26,0.3,0.0,2.6,0.15
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,452,Jefferson Blvd/Beethoven St,27,0.0,0.1,2.5,0.18
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,453,Jefferson Blvd/Alla Rd,28,0.0,0.1,2.4,0.30
1-Weekday,4-Jefferson Boulevard,outbound,5-EVENING,401,E.A.Way/JeffersonBlvd,29,0.0,3.6,0.1,10.69
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,693,LAX/METRO TRANSIT CENTER BAY,1,16.8,0.0,16.8,1.18
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,694,ARBOR VITAE/BELLANCA,2,0.1,0.0,17.0,0.14
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,696,WESTCHESTER/AIRPORT,3,1.3,0.0,18.4,0.20
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,611,Sepulveda Blvd/Westchester Pkwy,4,1.1,0.5,18.9,0.34
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,612,Sepulveda Blvd/La Tijera Blvd,5,0.2,0.1,19.1,0.16
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,613,SepulvedaBlvd/ManchesterBlvd,6,5.3,0.2,24.0,0.41
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,614,Sepulveda Blvd/83rd St,7,0.0,0.0,23.9,0.10
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,615,Sepulveda Blvd/79th St,8,0.1,0.0,24.1,0.12
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,616,Sepulveda Blvd/76th St,9,0.7,0.0,25.0,0.36
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,617,Howard Hughes Pkwy/Park Terrace Dr,10,0.0,0.1,24.9,0.17
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,618,Center Dr/Park Terrace Dr,11,0.3,0.4,24.9,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,619,Sepulveda Blvd/Centinela Ave,12,0.6,0.2,25.2,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,620,CulverCityTransitCenter,13,6.6,3.1,28.7,2.03
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,413,SepulvedaBlvd/PlayaSt,14,0.5,0.1,29.3,0.27
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,414,Sepulveda Blvd/Vera Way,15,0.0,0.1,29.2,0.10
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,415,Sepulveda Blvd/Sawtelle Blvd,16,1.6,0.1,30.7,0.38
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,621,Sepulveda Blvd/Machado Rd,17,0.2,0.0,30.9,0.16
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,622,Sepulveda Blvd/Marina Care Ctr,18,2.0,0.2,32.7,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,623,Sepulveda Blvd/Lucerne Ave,19,2.2,0.3,34.7,0.22
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,624,Sepulveda Blvd/Braddock Dr,20,1.9,0.8,35.8,0.32
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,625,Sepulveda Blvd/Culver Blvd,21,1.1,0.5,36.5,0.22
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,626,SepulvedaBlvd/WashingtonBlvd,22,3.4,0.7,39.2,0.44
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,627,Sepulveda Blvd/Washington Pl,23,0.2,0.8,38.7,0.19
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,628,Sepulveda Blvd/Venice Blvd,24,5.0,3.1,40.5,0.43
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,629,Sepulveda Blvd/Charnock Rd,25,1.9,0.1,42.3,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,630,Sepulveda Blvd/Palms Blvd,26,4.2,0.4,46.2,0.28
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,631,Sepulveda Blvd/Queensland St,27,2.6,0.0,48.8,0.22
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,632,Sepulveda Blvd/National Blvd,28,0.6,0.9,48.5,0.31
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,633,Sepulveda Blvd/Sardis Ave,29,0.1,0.0,48.6,0.12
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,634,Sepulveda Blvd/Richland Ave,30,0.1,0.0,48.6,0.14
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,635,SepulvedaBlvd/ExpositionBlvd,31,7.3,4.6,51.3,0.56
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,636,Sepulveda Blvd/Pico Blvd,32,0.6,3.9,48.0,0.27
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,637,Sepulveda Blvd/Olympic Blvd,33,0.1,1.4,46.8,0.21
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,638,Sepulveda Blvd/La Grange Ave,34,0.3,2.1,44.9,0.22
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,639,Sepulveda Blvd/Santa Monica Blvd,35,0.2,5.3,40.1,0.31
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,640,Sepulveda Blvd/Ohio Ave,36,0.7,0.6,40.0,0.59
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,641,Sepulveda Blvd/Westwood Cmnty,37,0.1,1.5,38.7,0.17
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,642,VETERAN/WILSHIRE,38,0.3,3.1,35.8,0.36
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,907,Kinross Ave/Veteran Ave,39,0.1,4.0,32.0,0.40
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,911,Westwood Blvd/Kinross Ave,40,0.2,3.6,28.7,0.26
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,644,Westwood Blvd/Weyburn Ave,41,0.0,4.4,24.5,0.69
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,645,Westwood Plaza,42,0.1,11.7,13.9,0.67
1-Weekday,6-Sepulveda Boulevard,Inbound,1-EARLY AM,646,UclaGatewayPlaza,43,0.0,12.5,3.1,10.04
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,693,LAX/METRO TRANSIT CENTER BAY,1,55.9,0.0,57.6,10.19
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,694,ARBOR VITAE/BELLANCA,2,0.8,0.1,66.5,0.14
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,696,WESTCHESTER/AIRPORT,3,5.2,0.4,71.7,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,611,Sepulveda Blvd/Westchester Pkwy,4,2.6,2.8,72.4,0.37
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,612,Sepulveda Blvd/La Tijera Blvd,5,3.5,3.5,72.8,0.30
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,613,SepulvedaBlvd/ManchesterBlvd,6,23.5,2.6,93.9,0.46
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,614,Sepulveda Blvd/83rd St,7,1.8,0.2,95.9,0.13
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,615,Sepulveda Blvd/79th St,8,2.6,2.7,95.5,0.21
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,616,Sepulveda Blvd/76th St,9,3.9,4.0,96.3,0.40
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,617,Howard Hughes Pkwy/Park Terrace Dr,10,1.3,1.6,95.9,0.27
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,618,Center Dr/Park Terrace Dr,11,1.0,2.4,94.1,0.43
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,619,Sepulveda Blvd/Centinela Ave,12,2.4,1.5,95.1,0.43
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,620,CulverCityTransitCenter,13,42.5,11.6,125.7,3.89
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,413,SepulvedaBlvd/PlayaSt,14,9.4,0.6,135.3,0.83
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,414,Sepulveda Blvd/Vera Way,15,1.5,1.6,135.3,0.16
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,415,Sepulveda Blvd/Sawtelle Blvd,16,6.5,3.8,138.4,0.49
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,621,Sepulveda Blvd/Machado Rd,17,1.7,0.4,139.1,0.29
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,622,Sepulveda Blvd/Marina Care Ctr,18,4.0,2.0,141.1,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,623,Sepulveda Blvd/Lucerne Ave,19,6.5,3.8,143.9,0.32
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,624,Sepulveda Blvd/Braddock Dr,20,16.2,7.3,153.1,0.55
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,625,Sepulveda Blvd/Culver Blvd,21,8.2,2.8,158.8,0.36
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,626,SepulvedaBlvd/WashingtonBlvd,22,18.2,11.9,164.9,0.84
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,627,Sepulveda Blvd/Washington Pl,23,4.8,1.4,168.6,0.29
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,628,Sepulveda Blvd/Venice Blvd,24,36.9,11.5,194.4,0.71
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,629,Sepulveda Blvd/Charnock Rd,25,12.3,1.6,204.6,0.36
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,630,Sepulveda Blvd/Palms Blvd,26,24.5,6.9,222.5,0.40
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,631,Sepulveda Blvd/Queensland St,27,21.4,0.8,243.1,0.40
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,632,Sepulveda Blvd/National Blvd,28,23.1,8.3,257.9,0.60
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,633,Sepulveda Blvd/Sardis Ave,29,1.6,0.3,259.3,0.17
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,634,Sepulveda Blvd/Richland Ave,30,1.4,1.4,259.4,0.22
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,635,SepulvedaBlvd/ExpositionBlvd,31,38.4,31.9,265.5,0.92
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,636,Sepulveda Blvd/Pico Blvd,32,6.7,17.2,255.6,0.39
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,637,Sepulveda Blvd/Olympic Blvd,33,1.2,6.5,249.9,0.25
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,638,Sepulveda Blvd/La Grange Ave,34,1.9,7.2,244.8,0.25
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,639,Sepulveda Blvd/Santa Monica Blvd,35,5.7,41.9,208.9,0.47
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,640,Sepulveda Blvd/Ohio Ave,36,2.9,6.4,205.2,0.56
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,641,Sepulveda Blvd/Westwood Cmnty,37,1.2,5.2,201.1,0.21
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,642,VETERAN/WILSHIRE,38,0.8,12.2,189.9,0.37
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,907,Kinross Ave/Veteran Ave,39,1.0,7.1,183.5,0.46
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,911,Westwood Blvd/Kinross Ave,40,0.5,15.3,169.0,0.46
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,644,Westwood Blvd/Weyburn Ave,41,1.9,18.6,152.5,0.99
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,645,Westwood Plaza,42,0.6,47.6,106.9,0.85
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,646,UclaGatewayPlaza,43,0.0,99.2,14.1,9.13
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,671,CulverCityTransitCenter,9999,6.0,0.0,8.0,0.00
1-Weekday,6-Sepulveda Boulevard,Inbound,2-AM PEAK,675,Sepulveda Blvd/77th St,9999,4.0,3.0,6.0,0.00
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,693,LAX/METRO TRANSIT CENTER BAY,1,110.8,1.8,112.9,8.22
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,694,ARBOR VITAE/BELLANCA,2,2.9,0.2,124.4,0.14
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,696,WESTCHESTER/AIRPORT,3,23.8,1.6,147.6,0.30
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,611,Sepulveda Blvd/Westchester Pkwy,4,10.7,9.1,151.6,0.42
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,612,Sepulveda Blvd/La Tijera Blvd,5,19.7,7.5,165.5,0.39
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,613,SepulvedaBlvd/ManchesterBlvd,6,54.2,5.6,213.8,0.51
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,614,Sepulveda Blvd/83rd St,7,1.7,0.4,218.3,0.13
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,615,Sepulveda Blvd/79th St,8,5.1,5.4,217.5,0.20
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,616,Sepulveda Blvd/76th St,9,11.1,7.0,221.8,0.43
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,617,Howard Hughes Pkwy/Park Terrace Dr,10,3.6,2.7,222.9,0.31
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,618,Center Dr/Park Terrace Dr,11,5.7,5.9,223.2,0.36
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,619,Sepulveda Blvd/Centinela Ave,12,7.3,3.9,226.0,0.37
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,620,CulverCityTransitCenter,13,111.7,71.0,269.8,4.02
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,413,SepulvedaBlvd/PlayaSt,14,21.4,2.7,289.8,0.77
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,414,Sepulveda Blvd/Vera Way,15,5.3,4.9,290.2,0.24
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,415,Sepulveda Blvd/Sawtelle Blvd,16,26.9,13.0,304.0,0.78
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,621,Sepulveda Blvd/Machado Rd,17,8.3,1.8,310.5,0.32
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,622,Sepulveda Blvd/Marina Care Ctr,18,6.3,2.5,314.5,0.21
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,623,Sepulveda Blvd/Lucerne Ave,19,14.0,8.1,320.2,0.34
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,624,Sepulveda Blvd/Braddock Dr,20,38.7,18.4,340.7,0.57
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,625,Sepulveda Blvd/Culver Blvd,21,14.3,8.1,347.0,0.39
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,626,SepulvedaBlvd/WashingtonBlvd,22,26.7,32.1,341.6,0.70
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,627,Sepulveda Blvd/Washington Pl,23,8.1,4.8,344.8,0.28
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,628,Sepulveda Blvd/Venice Blvd,24,47.6,43.5,348.6,0.76
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,629,Sepulveda Blvd/Charnock Rd,25,12.4,6.4,354.5,0.32
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,630,Sepulveda Blvd/Palms Blvd,26,23.2,21.4,357.0,0.41
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,631,Sepulveda Blvd/Queensland St,27,14.7,2.8,368.0,0.26
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,632,Sepulveda Blvd/National Blvd,28,26.4,23.9,372.6,0.59
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,633,Sepulveda Blvd/Sardis Ave,29,2.1,1.3,372.9,0.16
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,634,Sepulveda Blvd/Richland Ave,30,2.4,4.2,371.1,0.30
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,635,SepulvedaBlvd/ExpositionBlvd,31,30.8,70.6,330.8,0.86
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,636,Sepulveda Blvd/Pico Blvd,32,17.1,30.5,317.8,0.43
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,637,Sepulveda Blvd/Olympic Blvd,33,4.6,14.8,307.8,0.30
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,638,Sepulveda Blvd/La Grange Ave,34,4.5,7.8,305.9,0.23
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,639,Sepulveda Blvd/Santa Monica Blvd,35,9.5,61.9,251.3,0.49
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,640,Sepulveda Blvd/Ohio Ave,36,6.1,10.7,247.2,0.58
1-Weekday,6-Sepulveda Boulevard,Inbound,3-MIDDAY,641,Sepulveda Blvd/Westwood Cmnty,37,3.4,10.0,240.6,0.23
