Day Of Week,Route,Direction,Time Period,Stop ID,Stop Name,Stop Sequence,Time Period AVG On,Time Period AVG Off,Time Period AVG Cumulative Load,Time Period AVG Dwell Time (min.)
,,,,,,,,,,
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,101,WindwardAve/MainSt,1,0.6,0.0,0.6,0.38
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,102,Pacific Ave/N Venice Blvd,2,0.0,0.0,0.6,0.14
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,103,Washington Blvd/Pacific Ave,3,0.1,0.1,0.6,0.20
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,104,Washington Blvd/Via Dolce,4,0.0,0.0,0.7,0.18
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,105,Washington Blvd/Via Marina,5,0.2,0.1,0.8,0.20
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,106,Washington Blvd/Palawan Way,6,0.0,0.0,0.8,0.07
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,107,Washington Blvd/Wilson Ave,7,0.0,0.0,0.8,0.12
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,108,Washington Blvd/Oxford Ave,8,0.1,0.0,0.9,0.11
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,109,Washington Blvd/Abbot Kinney Blvd,9,0.0,0.0,0.9,0.18
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,110,WashingtonBlvd/LincolnBlvd,10,0.2,0.2,0.8,0.35
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,111,Washington Blvd/Glencoe Ave,11,0.1,0.0,0.9,0.22
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,112,Washington Blvd/Redwood Ave,12,0.3,0.0,1.1,0.20
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,113,Washington Blvd/Beethoven St,13,0.1,0.0,1.2,0.14
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,114,Washington Blvd/Rosabell St,14,0.3,0.1,1.4,0.23
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,115,Washington Blvd/Mildred Ave,15,0.0,0.0,1.4,0.18
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,116,Washington Blvd/Centinela Ave,16,0.3,0.0,1.7,0.17
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,117,Washington Blvd/Grand View Blvd,17,0.0,0.0,1.7,0.27
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,118,WashingtonBlvd/InglewoodBlvd,18,0.6,0.1,2.3,0.36
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,119,Washington Blvd/Kensington Rd,19,1.4,0.1,3.6,0.30
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,120,Washington Blvd/Berryman Ave,20,0.1,0.0,3.8,0.10
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,121,Washington Blvd/Corinth Ave,21,0.0,0.0,3.8,0.17
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,122,WashingtonBlvd/SepulvedaBlvd,22,0.3,1.2,2.9,0.60
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,123,Washington Blvd/Harter Ave,23,0.1,0.0,3.0,0.13
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,124,Washington Blvd/Huron Ave,24,0.0,0.0,3.0,0.15
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,125,Washington Blvd/Girard Ave,25,0.1,0.3,2.8,0.26
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,126,Washington Blvd/Culver Center,26,0.1,0.4,2.5,0.85
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,127,WashingtonBlvd/OverlandAve,27,0.1,0.3,2.3,0.86
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,128,Washington Blvd/Motor Ave,28,0.0,0.0,2.2,0.13
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,129,Washington Blvd/Jasmine Ave,29,0.0,0.0,2.2,0.14
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,130,Washington Blvd/Madison Ave,30,0.0,0.3,1.9,0.15
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,131,Washington Blvd/Duquesne Ave,31,0.0,0.0,1.9,0.49
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,132,CulverBlvd/LafayettePl,32,0.0,0.0,1.9,0.55
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,133,CulverBlvd/MainSt,33,0.0,0.1,1.8,0.28
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,912,Washington Blvd/Ince Blvd,34,0.0,0.0,1.8,0.15
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,134,Washington Blvd/Higuera St,35,0.0,0.0,1.8,0.15
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,135,WashingtonBlvd/LandmarkSt(Expo),36,0.0,0.2,1.6,0.18
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,913,Washington Blvd/National Blvd,37,0.0,0.2,1.4,0.37
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,136,WashingtonBlvd/HelmsAve,38,0.0,0.0,1.4,0.16
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,137,Washington Blvd/Cattaraugus Ave,39,0.0,0.0,1.4,0.09
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,138,Washington Blvd/Roberts Ave,40,0.0,0.0,1.4,0.17
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,139,Washington Blvd/Adams Blvd,41,0.1,0.1,1.4,0.69
1-Weekday,1-Washington Boulevard,Inbound,1-EARLY AM,140,FairfaxAve/ElectricDr,42,0.0,1.8,0.1,4.73
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,101,WindwardAve/MainSt,1,8.5,0.0,9.0,7.37
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,102,Pacific Ave/N Venice Blvd,2,1.9,0.7,10.9,0.29
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,103,Washington Blvd/Pacific Ave,3,5.6,1.5,15.2,0.26
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,104,Washington Blvd/Via Dolce,4,4.7,0.0,19.8,0.34
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,105,Washington Blvd/Via Marina,5,4.9,0.3,24.4,0.35
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,106,Washington Blvd/Palawan Way,6,1.7,0.3,25.9,0.11
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,107,Washington Blvd/Wilson Ave,7,0.4,0.0,26.3,0.14
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,108,Washington Blvd/Oxford Ave,8,0.7,0.1,26.9,0.13
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,109,Washington Blvd/Abbot Kinney Blvd,9,2.3,0.3,28.9,0.24
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,110,WashingtonBlvd/LincolnBlvd,10,8.1,4.7,32.4,0.42
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,111,Washington Blvd/Glencoe Ave,11,3.3,1.0,35.1,0.28
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,112,Washington Blvd/Redwood Ave,12,7.4,1.3,41.3,0.27
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,113,Washington Blvd/Beethoven St,13,2.6,1.2,42.8,0.20
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,114,Washington Blvd/Rosabell St,14,4.0,0.5,46.3,0.27
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,115,Washington Blvd/Mildred Ave,15,3.3,0.2,49.4,0.19
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,116,Washington Blvd/Centinela Ave,16,9.8,3.0,56.1,0.27
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,117,Washington Blvd/Grand View Blvd,17,3.0,2.1,57.0,0.31
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,118,WashingtonBlvd/InglewoodBlvd,18,10.0,1.6,65.3,0.37
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,119,Washington Blvd/Kensington Rd,19,7.7,1.6,71.4,0.27
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,120,Washington Blvd/Berryman Ave,20,6.3,0.9,76.9,0.24
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,121,Washington Blvd/Corinth Ave,21,3.1,0.7,79.3,0.23
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,122,WashingtonBlvd/SepulvedaBlvd,22,8.6,12.1,75.7,0.74
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,123,Washington Blvd/Harter Ave,23,0.9,1.1,75.7,0.17
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,124,Washington Blvd/Huron Ave,24,1.7,0.4,77.0,0.21
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,125,Washington Blvd/Girard Ave,25,2.6,3.3,76.3,0.24
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,126,Washington Blvd/Culver Center,26,1.2,7.9,69.6,0.52
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,127,WashingtonBlvd/OverlandAve,27,5.3,4.3,70.5,0.68
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,128,Washington Blvd/Motor Ave,28,1.1,1.2,70.4,0.16
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,129,Washington Blvd/Jasmine Ave,29,0.5,1.5,69.4,0.20
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,130,Washington Blvd/Madison Ave,30,0.6,3.2,66.9,0.15
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,131,Washington Blvd/Duquesne Ave,31,0.5,2.0,65.4,0.58
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,132,CulverBlvd/LafayettePl,32,0.9,1.5,64.8,0.41
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,133,CulverBlvd/MainSt,33,0.7,5.8,59.6,0.40
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,912,Washington Blvd/Ince Blvd,34,0.2,0.3,59.5,0.14
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,134,Washington Blvd/Higuera St,35,0.3,1.8,58.0,0.20
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,135,WashingtonBlvd/LandmarkSt(Expo),36,0.4,16.1,42.5,0.42
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,913,Washington Blvd/National Blvd,37,1.2,1.9,42.0,0.27
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,136,WashingtonBlvd/HelmsAve,38,0.0,0.7,41.2,0.19
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,137,Washington Blvd/Cattaraugus Ave,39,0.1,3.2,38.2,0.18
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,138,Washington Blvd/Roberts Ave,40,0.3,1.2,37.3,0.19
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,139,Washington Blvd/Adams Blvd,41,0.7,3.5,34.8,0.48
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,140,FairfaxAve/ElectricDr,42,0.0,32.9,5.2,5.44
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,176,Washington Blvd/Dell Ave,9999,6.0,2.0,9.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,626,SepulvedaBlvd/WashingtonBlvd,9999,1.0,2.0,2.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,174,Washington Blvd/Wilson Ave,9999,3.0,1.0,4.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,2-AM PEAK,175,Washington Blvd/Ocean Ave,9999,3.0,0.0,3.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,101,WindwardAve/MainSt,1,37.3,0.0,37.7,9.30
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,102,Pacific Ave/N Venice Blvd,2,10.2,0.4,47.6,0.39
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,103,Washington Blvd/Pacific Ave,3,26.8,3.3,71.5,0.37
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,104,Washington Blvd/Via Dolce,4,15.8,1.3,86.7,0.44
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,105,Washington Blvd/Via Marina,5,13.9,1.2,99.1,0.43
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,106,Washington Blvd/Palawan Way,6,11.4,1.7,108.9,0.19
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,107,Washington Blvd/Wilson Ave,7,1.3,0.3,109.6,0.18
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,108,Washington Blvd/Oxford Ave,8,5.7,0.4,114.8,0.18
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,109,Washington Blvd/Abbot Kinney Blvd,9,7.8,2.2,120.6,0.33
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,110,WashingtonBlvd/LincolnBlvd,10,36.7,24.1,133.2,0.67
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,111,Washington Blvd/Glencoe Ave,11,30.7,5.3,159.4,0.52
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,112,Washington Blvd/Redwood Ave,12,15.5,3.5,171.5,0.31
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,113,Washington Blvd/Beethoven St,13,10.7,4.1,178.1,0.26
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,114,Washington Blvd/Rosabell St,14,9.8,4.7,183.4,0.34
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,115,Washington Blvd/Mildred Ave,15,5.7,2.4,186.7,0.22
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,116,Washington Blvd/Centinela Ave,16,21.0,13.9,193.9,0.37
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,117,Washington Blvd/Grand View Blvd,17,12.5,7.2,199.3,0.42
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,118,WashingtonBlvd/InglewoodBlvd,18,27.9,13.4,213.8,0.49
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,119,Washington Blvd/Kensington Rd,19,15.4,6.0,223.2,0.29
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,120,Washington Blvd/Berryman Ave,20,19.8,8.9,234.2,0.30
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,121,Washington Blvd/Corinth Ave,21,12.7,4.1,242.8,0.33
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,122,WashingtonBlvd/SepulvedaBlvd,22,28.1,40.9,230.0,0.80
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,123,Washington Blvd/Harter Ave,23,10.4,5.4,235.2,0.33
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,124,Washington Blvd/Huron Ave,24,4.1,4.1,235.2,0.23
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,125,Washington Blvd/Girard Ave,25,5.6,4.3,236.6,0.28
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,126,Washington Blvd/Culver Center,26,12.1,34.9,213.7,0.72
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,127,WashingtonBlvd/OverlandAve,27,11.9,10.7,214.8,0.64
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,128,Washington Blvd/Motor Ave,28,1.3,3.8,212.6,0.17
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,129,Washington Blvd/Jasmine Ave,29,1.0,2.5,211.1,0.19
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,130,Washington Blvd/Madison Ave,30,3.9,7.6,207.3,0.20
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,131,Washington Blvd/Duquesne Ave,31,2.3,7.0,202.7,0.64
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,132,CulverBlvd/LafayettePl,32,9.2,9.9,201.8,0.95
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,133,CulverBlvd/MainSt,33,11.6,22.1,191.5,0.62
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,912,Washington Blvd/Ince Blvd,34,2.7,2.4,192.1,0.22
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,134,Washington Blvd/Higuera St,35,0.7,4.9,187.9,0.22
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,135,WashingtonBlvd/LandmarkSt(Expo),36,2.7,43.1,148.4,0.50
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,913,Washington Blvd/National Blvd,37,1.7,3.9,146.3,0.25
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,136,WashingtonBlvd/HelmsAve,38,1.6,3.7,144.4,0.23
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,137,Washington Blvd/Cattaraugus Ave,39,1.5,5.7,140.4,0.19
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,138,Washington Blvd/Roberts Ave,40,0.9,5.1,136.7,0.20
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,139,Washington Blvd/Adams Blvd,41,0.5,13.5,124.2,0.40
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,140,FairfaxAve/ElectricDr,42,0.0,125.9,12.7,6.67
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,175,Washington Blvd/Ocean Ave,9999,2.0,1.0,7.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,626,SepulvedaBlvd/WashingtonBlvd,9999,2.0,0.0,13.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,176,Washington Blvd/Dell Ave,9999,0.0,0.0,3.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,174,Washington Blvd/Wilson Ave,9999,3.0,1.0,7.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,3-MIDDAY,168,Washington Blvd/Beethoven St,9999,5.0,2.0,29.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,101,WindwardAve/MainSt,1,34.4,0.0,34.5,9.70
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,102,Pacific Ave/N Venice Blvd,2,8.8,0.5,42.8,0.51
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,103,Washington Blvd/Pacific Ave,3,28.8,2.9,68.9,0.58
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,104,Washington Blvd/Via Dolce,4,12.5,1.3,80.3,0.55
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,105,Washington Blvd/Via Marina,5,13.8,1.4,92.7,0.70
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,106,Washington Blvd/Palawan Way,6,15.7,1.1,107.4,0.35
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,107,Washington Blvd/Wilson Ave,7,3.0,0.1,110.4,0.21
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,108,Washington Blvd/Oxford Ave,8,5.3,0.7,115.0,0.31
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,109,Washington Blvd/Abbot Kinney Blvd,9,6.2,2.0,119.2,0.49
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,110,WashingtonBlvd/LincolnBlvd,10,30.3,21.2,128.4,0.82
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,111,Washington Blvd/Glencoe Ave,11,32.3,3.1,157.6,0.58
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,112,Washington Blvd/Redwood Ave,12,21.9,3.6,175.9,0.45
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,113,Washington Blvd/Beethoven St,13,10.0,4.3,181.6,0.35
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,114,Washington Blvd/Rosabell St,14,4.1,4.5,181.2,0.37
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,115,Washington Blvd/Mildred Ave,15,7.8,3.5,185.5,0.33
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,116,Washington Blvd/Centinela Ave,16,12.3,12.2,185.5,0.44
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,117,Washington Blvd/Grand View Blvd,17,8.8,3.5,191.0,0.46
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,118,WashingtonBlvd/InglewoodBlvd,18,12.7,11.0,192.7,0.45
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,119,Washington Blvd/Kensington Rd,19,11.8,7.2,197.4,0.36
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,120,Washington Blvd/Berryman Ave,20,11.2,6.2,202.4,0.37
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,121,Washington Blvd/Corinth Ave,21,7.4,3.0,206.8,0.39
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,122,WashingtonBlvd/SepulvedaBlvd,22,25.2,27.1,204.9,0.79
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,123,Washington Blvd/Harter Ave,23,3.1,1.9,206.2,0.32
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,124,Washington Blvd/Huron Ave,24,1.6,2.1,205.7,0.24
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,125,Washington Blvd/Girard Ave,25,2.7,3.7,205.0,0.33
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,126,Washington Blvd/Culver Center,26,9.3,16.8,197.2,0.99
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,127,WashingtonBlvd/OverlandAve,27,13.7,4.7,206.2,0.58
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,128,Washington Blvd/Motor Ave,28,0.7,3.2,203.7,0.19
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,129,Washington Blvd/Jasmine Ave,29,1.0,1.7,203.0,0.28
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,130,Washington Blvd/Madison Ave,30,2.3,4.1,201.2,0.31
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,131,Washington Blvd/Duquesne Ave,31,3.2,4.1,200.2,0.92
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,132,CulverBlvd/LafayettePl,32,6.3,3.6,202.9,0.99
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,133,CulverBlvd/MainSt,33,7.1,14.8,195.2,0.67
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,912,Washington Blvd/Ince Blvd,34,2.3,1.0,196.5,0.25
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,134,Washington Blvd/Higuera St,35,1.1,3.4,194.2,0.26
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,135,WashingtonBlvd/LandmarkSt(Expo),36,1.6,62.9,133.0,0.62
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,913,Washington Blvd/National Blvd,37,1.5,2.5,132.0,0.31
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,136,WashingtonBlvd/HelmsAve,38,0.7,3.3,129.5,0.32
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,137,Washington Blvd/Cattaraugus Ave,39,1.2,5.1,125.6,0.26
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,138,Washington Blvd/Roberts Ave,40,1.0,4.0,122.7,0.27
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,139,Washington Blvd/Adams Blvd,41,0.4,16.5,106.9,0.44
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,140,FairfaxAve/ElectricDr,42,0.0,106.2,7.6,4.72
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,168,Washington Blvd/Beethoven St,9999,0.0,0.0,14.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,626,SepulvedaBlvd/WashingtonBlvd,9999,1.0,0.0,23.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,4-PM PEAK,174,Washington Blvd/Wilson Ave,9999,4.0,2.0,10.0,0.00
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,101,WindwardAve/MainSt,1,27.5,0.0,27.9,7.52
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,102,Pacific Ave/N Venice Blvd,2,10.2,0.2,37.9,0.53
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,103,Washington Blvd/Pacific Ave,3,20.0,1.8,56.2,0.57
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,104,Washington Blvd/Via Dolce,4,5.8,1.2,61.2,0.45
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,105,Washington Blvd/Via Marina,5,7.3,1.3,67.6,0.76
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,106,Washington Blvd/Palawan Way,6,3.8,0.9,70.7,0.18
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,107,Washington Blvd/Wilson Ave,7,0.4,0.0,71.0,0.17
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,108,Washington Blvd/Oxford Ave,8,2.5,0.7,72.8,0.26
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,109,Washington Blvd/Abbot Kinney Blvd,9,2.2,1.3,73.7,0.34
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,110,WashingtonBlvd/LincolnBlvd,10,18.9,14.3,79.0,0.64
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,111,Washington Blvd/Glencoe Ave,11,14.1,1.7,91.1,0.42
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,112,Washington Blvd/Redwood Ave,12,5.8,1.6,95.4,0.30
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,113,Washington Blvd/Beethoven St,13,3.3,2.2,96.6,0.23
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,114,Washington Blvd/Rosabell St,14,3.9,3.4,97.0,0.31
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,115,Washington Blvd/Mildred Ave,15,1.8,1.8,96.9,0.26
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,116,Washington Blvd/Centinela Ave,16,6.1,6.0,96.8,0.32
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,117,Washington Blvd/Grand View Blvd,17,3.7,3.7,96.9,0.33
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,118,WashingtonBlvd/InglewoodBlvd,18,5.9,7.5,95.3,0.30
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,119,Washington Blvd/Kensington Rd,19,2.8,4.4,93.8,0.27
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,120,Washington Blvd/Berryman Ave,20,5.5,3.0,96.4,0.24
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,121,Washington Blvd/Corinth Ave,21,1.1,2.2,95.2,0.25
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,122,WashingtonBlvd/SepulvedaBlvd,22,11.9,12.4,94.8,0.52
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,123,Washington Blvd/Harter Ave,23,1.0,0.9,94.9,0.23
1-Weekday,1-Washington Boulevard,Inbound,5-EVENING,124,Washington Blvd/Huron Ave,24,1.1,1.5,94.5,0.22
