average_boardings,average_alightings,ridership_start_date,ridership_end_date,service_start_time,service_end_time,monday,tuesday,wednesday,thursday,friday,saturday,sunday,route_ID,direction_ID,stop_ID,
75,60,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00563,                                 
14,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00565,
7,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00566,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00567,
6,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00568,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00570,
15,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,00573,
37,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00630,
10,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00631,
4,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00632,
16,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00634,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00635,
4,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00636,
15,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00637,
2,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00638,
69,74,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00639,
19,44,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00640,
6,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00641,
25,46,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00642,
8,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00643,
18,19,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00644,
5,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00645,
20,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00646,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00647,
12,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00648,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,00649,
35,38,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01184,
44,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01187,
26,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01188,
16,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01189,
38,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01190,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01191,
53,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01192,
12,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01193,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01195,
27,23,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01196,
2,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01197,
7,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,01198,
27,32,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01308,
17,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01309,
32,32,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01310,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01311,
3,27,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01313,
13,36,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01314,
13,41,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01315,
2,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01316,
1,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01317,
2,38,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,01318,
2,65,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,02807,
3,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03097,
1,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03098,
19,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03301,
38,26,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03348,
10,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03349,
17,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03350,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03351,
29,22,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03352,
20,17,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03353,
8,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03354,
39,24,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03355,
9,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03356,
44,17,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,03357,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,05351,
4,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,05363,
0,302,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,0,09800,
285,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,001,1,09801,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,03287,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11002,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11010,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11022,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11024,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11028,
24,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11033,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11034,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11035,
5,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11036,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11039,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11040,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11044,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11047,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11050,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11063,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11064,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11065,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11066,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11069,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11070,
7,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11071,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11081,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11082,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11083,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11084,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11085,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11086,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11087,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11088,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11091,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11102,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11104,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11108,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11109,
12,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11110,
19,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11114,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11116,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11117,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11118,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11119,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11120,
9,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11121,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11122,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11123,
2,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11125,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11127,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11133,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11134,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11135,
1,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11136,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11137,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11138,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11139,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11140,
2,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11143,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11145,
9,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11156,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11157,
13,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11159,
2,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11199,
3,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11201,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11203,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11204,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11205,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,0,11207,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,10,1,11221,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00128,
2,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00130,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00131,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00132,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00133,
3,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00215,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00216,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00217,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00218,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00219,
1,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00221,
2,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00222,
6,50,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00223,
13,36,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00225,
11,22,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00226,
9,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00325,
19,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00327,
31,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00328,
51,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00329,
31,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00330,
9,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00331,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00455,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00456,
15,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00532,
3,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00533,
1,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00543,
9,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00605,
2,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00606,
9,17,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00607,
3,19,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00608,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,00668,
1,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00981,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00982,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00983,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00984,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00985,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00986,
2,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,00987,
6,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01046,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01047,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01048,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01049,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01050,
4,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01051,
10,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,01345,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01770,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01771,
16,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01772,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01773,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01774,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01775,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01776,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01926,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,01940,
1,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,02234,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,02276,
16,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,02425,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,02501,
1,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,02502,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,02503,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,03197,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,03198,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,03199,
8,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,03214,
11,50,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,04710,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,05201,
22,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,05247,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,05329,
32,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,05345,
20,37,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,05348,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,05353,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08302,
3,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08303,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08315,
13,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08900,
5,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08901,
7,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08902,
13,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08903,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08904,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08905,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08906,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08907,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08908,
21,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08909,
10,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08910,
9,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08911,
9,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08912,
46,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08913,
52,39,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08914,
6,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08915,
7,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08917,
2,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08918,
18,44,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08919,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,0,08920,
5,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08921,
34,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08922,
14,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08923,
8,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08924,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08925,
3,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08926,
38,40,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08927,
6,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08928,
3,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08929,
1,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,011,1,08930,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,00103,
8,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,00284,
1,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,00543,
5,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01071,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01073,
15,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01074,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01075,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01076,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01077,
27,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01096,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01098,
34,56,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01099,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01100,
2,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01101,
6,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01102,
22,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01103,
3,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01104,
5,28,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01105,
0,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01106,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01127,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01128,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01129,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01130,
1,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01131,
28,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01157,
3,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01158,
19,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01159,
8,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01160,
13,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01161,
19,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01162,
5,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01163,
46,25,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01164,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01165,
3,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01166,
5,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01167,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01168,
15,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01334,
11,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01335,
11,35,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01364,
2,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01464,
33,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01617,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01635,
11,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01646,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01648,
3,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01674,
1,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01675,
1,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,01677,
7,25,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,01680,
1,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03089,
25,19,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03158,
6,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03159,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03160,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03161,
4,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03163,
14,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,0,03164,
8,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03240,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03241,
8,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03242,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03243,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03244,
6,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03246,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03979,
12,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03980,
2,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03981,
2,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,013,1,03982,
