average_boardings,average_alightings,ridership_start_date,ridership_end_date,service_start_time,service_end_time,monday,tuesday,wednesday,thursday,friday,saturday,sunday,route_ID,direction_ID,stop_ID,
30,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03132,
38,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03134,
22,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03135,
11,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03136,
52,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03137,
10,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03138,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03139,
38,103,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03140,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03141,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03142,
2,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03143,
9,35,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,03144,
1,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,1,04810,
15,28,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,1,04811,
90,90,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,05203,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,081,0,05223,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,00274,
176,178,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00275,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00276,
49,49,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,00288,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00459,
1,78,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,00563,
3,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,00565,
49,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00665,
16,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00674,
34,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00675,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00676,
21,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00677,
33,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00678,
9,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00679,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00680,
6,30,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,00681,
29,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01074,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01075,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01076,
1,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01077,
6,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01127,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01128,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01129,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01130,
8,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01131,
28,29,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01421,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01422,
2,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01423,
14,27,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01424,
4,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01425,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01427,
17,38,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01428,
3,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01438,
0,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01439,
4,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01444,
4,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01445,
1,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01446,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01447,
10,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01448,
5,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01449,
18,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01646,
3,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01648,
16,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01649,
2,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01650,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01651,
6,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01652,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01653,
8,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01654,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01655,
17,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01656,
5,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01657,
6,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01658,
12,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01659,
5,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,01660,
14,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01662,
9,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01663,
5,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01664,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01665,
9,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01666,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01668,
2,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01669,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01670,
13,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01671,
4,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01672,
4,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01673,
13,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01674,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01675,
8,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,01677,
22,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03076,
3,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03077,
23,36,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03078,
7,22,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03079,
36,38,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03080,
12,26,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03089,
44,25,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03090,
12,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03091,
22,28,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03092,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03093,
4,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03094,
8,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03190,
5,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03191,
18,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03192,
47,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,0,03193,
5,44,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03893,
15,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03894,
8,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,03895,
1,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,082,1,09939,
12,40,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,00265,
14,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01074,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01075,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01076,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01077,
6,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01107,
5,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01108,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01127,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01128,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01129,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01130,
7,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01131,
20,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01155,
6,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01156,
32,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01285,
1,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01291,
3,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01303,
9,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01306,
6,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01307,
37,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01570,
20,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01618,
9,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01646,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,01648,
14,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01674,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01675,
10,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01677,
0,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01687,
3,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,01688,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,02749,
3,26,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,02750,
0,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,02751,
1,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,02752,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02756,
30,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02757,
21,23,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02954,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02955,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02956,
2,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02957,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02958,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02959,
3,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02960,
9,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02961,
8,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02962,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02963,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02964,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02965,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,02966,
23,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03000,
6,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03001,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03002,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03003,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03004,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03005,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03006,
19,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03007,
4,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03049,
0,30,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03052,
7,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03063,
13,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03064,
4,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03065,
12,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03066,
29,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03067,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03068,
6,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03069,
10,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03070,
7,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03071,
12,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03072,
4,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03073,
16,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03074,
13,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03075,
15,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03076,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03077,
24,36,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03078,
2,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03079,
23,41,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03080,
8,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03081,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03082,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03083,
3,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03084,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03085,
4,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03086,
5,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03087,
16,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03089,
49,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03090,
8,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03091,
38,23,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03092,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03093,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03094,
23,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03095,
13,30,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03096,
3,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03097,
2,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03098,
15,28,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03099,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03100,
10,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03101,
3,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03102,
11,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03103,
6,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03104,
6,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03106,
10,19,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03107,
5,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03108,
10,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03109,
10,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03110,
0,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03696,
6,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03769,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03770,
1,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03771,
2,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03772,
2,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03773,
2,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03774,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03775,
18,48,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03776,
6,37,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03777,
7,20,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03778,
2,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,03780,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03950,
9,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03951,
10,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03953,
8,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03954,
5,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03955,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03956,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,03957,
16,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,04003,
5,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,04004,
41,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,04005,
33,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,04006,
25,15,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,04007,
3,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,04731,
60,34,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,09800,
35,61,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,1,09801,
132,82,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,084,0,09817,
102,108,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00241,
2,39,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00413,
2,48,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00414,
2,26,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00415,
0,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00416,
1,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00417,
24,31,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00418,
21,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00526,
61,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00528,
20,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00531,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00558,
9,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00559,
5,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00560,
7,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00561,
3,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00562,
10,16,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00581,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00582,
5,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00583,
7,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00584,
7,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00585,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00586,
17,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00699,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00700,
2,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00701,
11,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00702,
12,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00703,
2,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00704,
14,13,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00706,
5,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00707,
13,14,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00708,
13,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00813,
5,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00814,
13,22,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00815,
5,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00834,
3,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00835,
9,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00836,
4,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00838,
12,58,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00839,
18,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,00840,
30,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00849,
53,19,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00850,
29,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00851,
5,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00852,
6,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00853,
13,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00854,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00855,
2,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,00856,
1,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03146,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03148,
24,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03149,
7,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03150,
3,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03151,
4,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03152,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03153,
1,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03154,
18,17,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03155,
13,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03156,
3,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03157,
37,46,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03158,
15,12,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03159,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03160,
7,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03161,
11,18,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03163,
34,21,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,1,03164,
17,37,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,03240,
4,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,03241,
17,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,03242,
2,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,1,1,086,0,03243,
