Route,Route Name,Day of Week,Direction,Trip,Date,Passengers On,Passengers Off,Passenger Miles,Trip Max Load,Trip Load Factor,Act. Trip Travel Distance (Miles),Act. Trip Travel Time (Min.)
,,,,,,,,,,,,
1,1-Washington Boulevard,1-Weekday,Inbound,0555,2025-07-14,5,6,6.4,4,0.011,7.6,44.3
1,1-Washington Boulevard,1-Weekday,outbound,0600,2025-07-14,24,24,89.7,21,0.262,7.8,30.9
1,1-Washington Boulevard,1-Weekday,outbound,0639,2025-07-14,8,8,31.3,6,0.101,7.7,27.3
1,1-Washington Boulevard,1-Weekday,Inbound,0653,2025-07-14,7,8,22.4,7,0.070,7.7,34.2
1,1-Washington Boulevard,1-Weekday,outbound,0654,2025-07-14,10,9,34.8,8,0.115,7.8,30.7
1,1-Washington Boulevard,1-Weekday,Inbound,0724,2025-07-14,7,7,21.9,6,0.049,7.8,46.4
1,1-Washington Boulevard,1-Weekday,outbound,0739,2025-07-14,16,16,43.0,11,0.135,7.7,43.6
1,1-Washington Boulevard,1-Weekday,Inbound,0739,2025-07-14,12,12,28.7,9,0.102,7.7,34.5
1,1-Washington Boulevard,1-Weekday,outbound,0811,2025-07-14,20,20,52.5,13,0.176,7.7,37.8
1,1-Washington Boulevard,1-Weekday,Inbound,0826,2025-07-14,7,8,29.0,5,0.087,7.8,38.4
1,1-Washington Boulevard,1-Weekday,outbound,0827,2025-07-14,25,26,59.0,17,0.209,7.8,37.9
1,1-Washington Boulevard,1-Weekday,Inbound,0859,2025-07-14,10,10,21.7,5,0.069,7.8,33.4
1,1-Washington Boulevard,1-Weekday,outbound,0915,2025-07-14,11,12,27.8,6,0.086,7.8,41.1
1,1-Washington Boulevard,1-Weekday,Inbound,0916,2025-07-14,7,7,18.2,5,0.062,7.6,33.6
1,1-Washington Boulevard,1-Weekday,outbound,0949,2025-07-14,14,22,9.4,5,0.029,7.6,36.5
1,1-Washington Boulevard,1-Weekday,Inbound,1005,2025-07-14,5,5,18.3,3,0.054,7.9,39.2
1,1-Washington Boulevard,1-Weekday,outbound,1006,2025-07-14,22,22,52.7,13,0.164,7.8,37.4
1,1-Washington Boulevard,1-Weekday,Inbound,1037,2025-07-14,16,18,32.7,8,0.095,7.7,32.9
1,1-Washington Boulevard,1-Weekday,Inbound,1053,2025-07-14,10,10,30.0,6,0.092,7.7,35.9
1,1-Washington Boulevard,1-Weekday,outbound,1057,2025-07-14,4,4,16.1,4,0.046,7.6,42.5
1,1-Washington Boulevard,1-Weekday,outbound,1131,2025-07-14,16,28,17.5,7,0.046,7.7,35.6
1,1-Washington Boulevard,1-Weekday,Inbound,1141,2025-07-14,21,21,46.0,12,0.135,7.9,40.0
1,1-Washington Boulevard,1-Weekday,outbound,1147,2025-07-14,9,9,26.1,6,0.081,7.7,38.7
1,1-Washington Boulevard,1-Weekday,Inbound,1157,2025-07-14,17,20,53.2,14,0.163,7.6,38.3
1,1-Washington Boulevard,1-Weekday,Inbound,1227,2025-07-14,17,19,37.9,9,0.128,7.9,40.1
1,1-Washington Boulevard,1-Weekday,outbound,1232,2025-07-14,14,14,57.8,9,0.177,7.9,40.4
1,1-Washington Boulevard,1-Weekday,Inbound,1242,2025-07-14,7,9,15.5,5,0.046,7.7,40.3
1,1-Washington Boulevard,1-Weekday,outbound,1247,2025-07-14,17,17,55.1,12,0.178,7.8,37.9
1,1-Washington Boulevard,1-Weekday,outbound,1302,2025-07-14,15,16,36.7,8,0.119,7.5,37.3
1,1-Washington Boulevard,1-Weekday,Inbound,1327,2025-07-14,11,11,44.1,11,0.129,7.8,42.5
1,1-Washington Boulevard,1-Weekday,outbound,1332,2025-07-14,18,21,27.6,7,0.093,7.7,37.8
1,1-Washington Boulevard,1-Weekday,Inbound,1342,2025-07-14,19,19,64.4,15,0.149,7.9,57.4
1,1-Washington Boulevard,1-Weekday,outbound,1347,2025-07-14,12,16,21.0,6,0.073,7.7,37.9
1,1-Washington Boulevard,1-Weekday,Inbound,1357,2025-07-14,19,19,60.1,13,0.172,7.9,39.9
1,1-Washington Boulevard,1-Weekday,Inbound,1427,2025-07-14,20,20,45.2,9,0.140,7.8,43.2
1,1-Washington Boulevard,1-Weekday,outbound,1432,2025-07-14,32,32,67.3,15,0.208,8.0,51.6
1,1-Washington Boulevard,1-Weekday,outbound,1442,2025-07-14,7,12,9.2,5,0.025,7.7,48.7
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-07-14,21,22,47.7,12,0.160,7.8,51.8
1,1-Washington Boulevard,1-Weekday,outbound,1502,2025-07-14,24,25,50.7,11,0.161,7.8,36.8
1,1-Washington Boulevard,1-Weekday,Inbound,1527,2025-07-14,18,18,72.2,13,0.217,7.9,49.2
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-07-14,29,31,80.7,17,0.256,7.8,41.8
1,1-Washington Boulevard,1-Weekday,Inbound,1542,2025-07-14,31,31,120.8,24,0.326,7.9,54.5
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-07-14,20,23,41.2,13,0.138,7.8,38.6
1,1-Washington Boulevard,1-Weekday,Inbound,1557,2025-07-14,12,12,30.9,6,0.089,8.1,44.6
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-07-14,27,27,80.7,17,0.234,7.7,53.7
1,1-Washington Boulevard,1-Weekday,outbound,1632,2025-07-14,18,18,45.0,11,0.136,7.8,44.8
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-07-14,36,36,88.9,21,0.266,7.9,57.7
1,1-Washington Boulevard,1-Weekday,outbound,1647,2025-07-14,7,9,13.2,4,0.045,7.8,38.9
1,1-Washington Boulevard,1-Weekday,outbound,1702,2025-07-14,16,16,44.9,10,0.143,7.7,35.3
1,1-Washington Boulevard,1-Weekday,Inbound,1727,2025-07-14,25,25,88.1,18,0.250,7.8,45.6
1,1-Washington Boulevard,1-Weekday,outbound,1732,2025-07-14,0,5,0.0,0,0.000,7.7,38.8
1,1-Washington Boulevard,1-Weekday,Inbound,1742,2025-07-14,20,18,77.7,15,0.188,7.8,59.0
1,1-Washington Boulevard,1-Weekday,outbound,1747,2025-07-14,11,13,17.8,6,0.037,7.7,52.0
1,1-Washington Boulevard,1-Weekday,Inbound,1757,2025-07-14,33,34,100.7,19,0.277,7.9,45.1
1,1-Washington Boulevard,1-Weekday,outbound,1835,2025-07-14,8,10,9.3,4,0.031,7.7,38.5
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-07-14,29,29,104.0,18,0.312,7.8,41.5
1,1-Washington Boulevard,1-Weekday,outbound,1855,2025-07-14,9,12,16.1,5,0.055,7.7,32.6
1,1-Washington Boulevard,1-Weekday,Inbound,1922,2025-07-14,16,17,40.9,8,0.121,7.9,38.8
1,1-Washington Boulevard,1-Weekday,Inbound,1939,2025-07-14,11,11,35.8,6,0.107,7.7,32.5
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-07-14,17,16,62.9,13,0.200,7.8,36.2
1,1-Washington Boulevard,1-Weekday,outbound,2020,2025-07-14,7,7,22.0,7,0.065,7.8,35.6
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-07-14,22,22,82.2,14,0.246,7.8,39.8
1,1-Washington Boulevard,1-Weekday,Inbound,2104,2025-07-14,13,13,39.2,8,0.111,8.2,39.5
1,1-Washington Boulevard,1-Weekday,outbound,2120,2025-07-14,9,12,12.6,4,0.044,7.7,30.4
1,1-Washington Boulevard,1-Weekday,outbound,2150,2025-07-14,7,8,16.2,4,0.049,7.6,31.0
1,1-Washington Boulevard,1-Weekday,Inbound,2204,2025-07-14,13,12,52.2,10,0.166,7.7,31.4
1,1-Washington Boulevard,1-Weekday,Inbound,2234,2025-07-14,13,13,59.8,11,0.139,7.8,41.5
1,1-Washington Boulevard,1-Weekday,Inbound,0555,2025-07-15,6,6,25.3,6,0.078,7.6,43.2
1,1-Washington Boulevard,1-Weekday,Inbound,0615,2025-07-15,4,4,18.1,4,0.045,7.5,45.6
1,1-Washington Boulevard,1-Weekday,outbound,0620,2025-07-15,17,17,53.2,14,0.127,7.6,47.9
1,1-Washington Boulevard,1-Weekday,Inbound,0635,2025-07-15,11,11,27.3,9,0.055,7.7,49.0
1,1-Washington Boulevard,1-Weekday,outbound,0639,2025-07-15,16,16,43.7,11,0.139,7.7,30.3
1,1-Washington Boulevard,1-Weekday,outbound,0654,2025-07-15,12,13,40.1,8,0.125,7.7,30.6
1,1-Washington Boulevard,1-Weekday,outbound,0709,2025-07-15,24,23,79.6,14,0.242,7.8,39.1
1,1-Washington Boulevard,1-Weekday,Inbound,0709,2025-07-15,9,10,14.9,5,0.044,7.8,40.8
1,1-Washington Boulevard,1-Weekday,Inbound,0724,2025-07-15,6,6,29.3,6,0.094,7.7,36.5
1,1-Washington Boulevard,1-Weekday,outbound,0724,2025-07-15,20,20,84.6,13,0.264,7.8,31.4
1,1-Washington Boulevard,1-Weekday,Inbound,0739,2025-07-15,10,11,40.8,9,0.130,7.8,35.6
1,1-Washington Boulevard,1-Weekday,Inbound,0754,2025-07-15,13,14,40.1,8,0.128,7.9,39.4
1,1-Washington Boulevard,1-Weekday,Inbound,0810,2025-07-15,12,12,34.2,10,0.101,7.8,36.6
1,1-Washington Boulevard,1-Weekday,outbound,0811,2025-07-15,18,30,14.2,6,0.039,7.8,46.6
1,1-Washington Boulevard,1-Weekday,outbound,0827,2025-07-15,18,21,38.6,12,0.115,7.7,37.9
1,1-Washington Boulevard,1-Weekday,Inbound,0842,2025-07-15,14,15,26.9,7,0.082,7.7,38.2
1,1-Washington Boulevard,1-Weekday,outbound,0843,2025-07-15,15,18,21.9,8,0.083,7.7,37.3
1,1-Washington Boulevard,1-Weekday,Inbound,0859,2025-07-15,3,3,6.5,2,0.024,7.7,35.8
1,1-Washington Boulevard,1-Weekday,outbound,0859,2025-07-15,22,25,35.1,10,0.126,7.6,42.9
1,1-Washington Boulevard,1-Weekday,Inbound,0916,2025-07-15,17,17,58.9,12,0.142,8.2,45.0
1,1-Washington Boulevard,1-Weekday,outbound,0932,2025-07-15,20,23,21.1,7,0.064,7.5,38.2
1,1-Washington Boulevard,1-Weekday,Inbound,0933,2025-07-15,17,17,34.1,9,0.101,7.9,36.5
1,1-Washington Boulevard,1-Weekday,outbound,0949,2025-07-15,13,15,24.6,8,0.078,7.7,35.0
1,1-Washington Boulevard,1-Weekday,Inbound,0949,2025-07-15,18,18,31.1,8,0.093,7.7,36.3
1,1-Washington Boulevard,1-Weekday,outbound,1006,2025-07-15,19,20,26.2,9,0.087,7.5,35.4
1,1-Washington Boulevard,1-Weekday,Inbound,1021,2025-07-15,6,8,15.1,3,0.045,8.0,36.1
1,1-Washington Boulevard,1-Weekday,outbound,1023,2025-07-15,16,21,21.6,10,0.072,7.8,41.9
1,1-Washington Boulevard,1-Weekday,Inbound,1037,2025-07-15,9,9,34.3,7,0.105,7.7,38.0
1,1-Washington Boulevard,1-Weekday,outbound,1040,2025-07-15,19,19,53.2,14,0.163,7.8,41.6
1,1-Washington Boulevard,1-Weekday,Inbound,1053,2025-07-15,16,17,32.8,8,0.099,7.8,34.7
1,1-Washington Boulevard,1-Weekday,Inbound,1109,2025-07-15,6,9,10.7,3,0.034,8.2,36.4
1,1-Washington Boulevard,1-Weekday,outbound,1114,2025-07-15,14,18,28.6,8,0.087,7.8,35.5
1,1-Washington Boulevard,1-Weekday,Inbound,1125,2025-07-15,39,39,113.4,23,0.335,8.0,44.7
1,1-Washington Boulevard,1-Weekday,outbound,1131,2025-07-15,7,7,25.5,7,0.078,7.8,35.8
1,1-Washington Boulevard,1-Weekday,outbound,1147,2025-07-15,18,22,42.4,13,0.137,7.8,38.9
1,1-Washington Boulevard,1-Weekday,Inbound,1157,2025-07-15,30,30,55.6,13,0.165,7.9,52.9
1,1-Washington Boulevard,1-Weekday,outbound,1202,2025-07-15,18,11,67.3,13,0.197,7.8,50.2
1,1-Washington Boulevard,1-Weekday,Inbound,1212,2025-07-15,9,9,18.8,6,0.032,7.7,62.4
1,1-Washington Boulevard,1-Weekday,outbound,1217,2025-07-15,10,13,9.4,3,0.034,7.5,38.2
1,1-Washington Boulevard,1-Weekday,Inbound,1227,2025-07-15,12,12,44.6,8,0.140,7.8,39.1
1,1-Washington Boulevard,1-Weekday,Inbound,1242,2025-07-15,10,10,33.2,6,0.096,7.9,38.7
1,1-Washington Boulevard,1-Weekday,Inbound,1257,2025-07-15,14,14,37.8,7,0.111,7.9,44.4
1,1-Washington Boulevard,1-Weekday,outbound,1302,2025-07-15,31,31,86.1,16,0.246,7.8,41.3
1,1-Washington Boulevard,1-Weekday,Inbound,1312,2025-07-15,23,23,77.9,15,0.248,7.9,40.6
1,1-Washington Boulevard,1-Weekday,outbound,1317,2025-07-15,15,15,37.5,9,0.095,7.8,52.3
1,1-Washington Boulevard,1-Weekday,outbound,1332,2025-07-15,18,18,36.6,7,0.123,7.4,40.2
1,1-Washington Boulevard,1-Weekday,outbound,1347,2025-07-15,10,13,7.7,3,0.027,7.7,41.9
1,1-Washington Boulevard,1-Weekday,Inbound,1357,2025-07-15,40,26,139.1,27,0.401,7.9,55.4
1,1-Washington Boulevard,1-Weekday,outbound,1402,2025-07-15,14,17,25.0,6,0.068,7.8,49.9
1,1-Washington Boulevard,1-Weekday,Inbound,1412,2025-07-15,13,14,36.7,8,0.121,7.8,47.0
1,1-Washington Boulevard,1-Weekday,outbound,1417,2025-07-15,32,30,121.5,23,0.373,7.8,49.7
1,1-Washington Boulevard,1-Weekday,Inbound,1427,2025-07-15,17,17,58.4,12,0.180,7.7,42.6
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-07-15,18,18,53.0,11,0.167,7.9,51.4
1,1-Washington Boulevard,1-Weekday,Inbound,1457,2025-07-15,23,23,88.2,19,0.255,8.0,47.8
1,1-Washington Boulevard,1-Weekday,outbound,1502,2025-07-15,30,30,93.7,22,0.297,7.8,40.9
1,1-Washington Boulevard,1-Weekday,Inbound,1512,2025-07-15,28,27,90.3,19,0.284,7.9,50.2
1,1-Washington Boulevard,1-Weekday,outbound,1517,2025-07-15,18,22,22.0,5,0.058,7.8,49.0
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-07-15,30,27,119.2,24,0.374,7.8,39.9
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-07-15,11,18,11.4,4,0.035,7.7,39.5
1,1-Washington Boulevard,1-Weekday,Inbound,1557,2025-07-15,86,86,284.1,51,0.798,8.0,63.0
1,1-Washington Boulevard,1-Weekday,outbound,1602,2025-07-15,19,19,45.9,10,0.136,8.0,42.7
1,1-Washington Boulevard,1-Weekday,Inbound,1612,2025-07-15,18,18,48.0,11,0.147,7.9,49.4
1,1-Washington Boulevard,1-Weekday,outbound,1617,2025-07-15,25,25,62.3,11,0.159,7.9,56.2
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-07-15,32,32,141.7,26,0.387,8.1,53.4
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-07-15,32,32,102.9,19,0.302,7.9,53.9
1,1-Washington Boulevard,1-Weekday,Inbound,1657,2025-07-15,26,28,76.4,17,0.220,7.9,55.7
1,1-Washington Boulevard,1-Weekday,Inbound,1712,2025-07-15,11,11,36.4,9,0.110,7.8,51.2
1,1-Washington Boulevard,1-Weekday,outbound,1717,2025-07-15,25,26,38.7,12,0.111,7.7,52.2
1,1-Washington Boulevard,1-Weekday,outbound,1732,2025-07-15,8,11,10.7,4,0.034,7.5,37.5
1,1-Washington Boulevard,1-Weekday,outbound,1747,2025-07-15,22,23,41.3,10,0.130,7.7,42.8
1,1-Washington Boulevard,1-Weekday,Inbound,1757,2025-07-15,41,41,134.3,25,0.386,7.9,50.3
1,1-Washington Boulevard,1-Weekday,outbound,1802,2025-07-15,23,27,35.9,10,0.116,7.8,40.2
1,1-Washington Boulevard,1-Weekday,Inbound,1814,2025-07-15,22,22,55.9,11,0.163,7.9,47.6
1,1-Washington Boulevard,1-Weekday,outbound,1818,2025-07-15,7,8,11.6,4,0.037,7.7,36.4
1,1-Washington Boulevard,1-Weekday,Inbound,1831,2025-07-15,14,14,36.7,8,0.081,7.6,48.0
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-07-15,19,20,61.3,11,0.179,7.8,42.0
1,1-Washington Boulevard,1-Weekday,outbound,1855,2025-07-15,10,10,23.3,7,0.065,7.8,41.1
1,1-Washington Boulevard,1-Weekday,Inbound,1905,2025-07-15,27,27,87.6,17,0.254,7.9,44.6
1,1-Washington Boulevard,1-Weekday,outbound,1920,2025-07-15,10,10,25.0,6,0.071,7.7,36.0
1,1-Washington Boulevard,1-Weekday,Inbound,1939,2025-07-15,12,12,29.8,9,0.085,8.0,33.7
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-07-15,14,18,29.4,8,0.087,7.8,34.8
1,1-Washington Boulevard,1-Weekday,Inbound,2004,2025-07-15,27,28,63.6,15,0.198,7.9,38.3
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-07-15,13,14,55.6,11,0.158,7.8,34.9
1,1-Washington Boulevard,1-Weekday,outbound,2050,2025-07-15,14,15,47.1,9,0.148,7.9,33.0
1,1-Washington Boulevard,1-Weekday,outbound,2120,2025-07-15,5,9,12.4,4,0.039,7.8,34.9
1,1-Washington Boulevard,1-Weekday,Inbound,2134,2025-07-15,16,16,57.8,11,0.179,7.8,35.5
1,1-Washington Boulevard,1-Weekday,Inbound,2204,2025-07-15,8,7,27.0,6,0.082,7.7,30.4
1,1-Washington Boulevard,1-Weekday,Inbound,0555,2025-07-16,5,5,14.3,5,0.045,7.6,28.9
1,1-Washington Boulevard,1-Weekday,outbound,0600,2025-07-16,17,17,59.1,13,0.172,7.7,30.8
1,1-Washington Boulevard,1-Weekday,Inbound,0615,2025-07-16,6,10,14.0,5,0.041,7.5,32.1
1,1-Washington Boulevard,1-Weekday,outbound,0620,2025-07-16,21,21,110.6,17,0.342,8.1,48.0
1,1-Washington Boulevard,1-Weekday,Inbound,0635,2025-07-16,12,12,37.9,9,0.116,7.7,34.6
1,1-Washington Boulevard,1-Weekday,outbound,0639,2025-07-16,16,17,39.5,12,0.139,7.5,32.1
1,1-Washington Boulevard,1-Weekday,Inbound,0653,2025-07-16,12,12,53.9,11,0.155,7.9,31.0
1,1-Washington Boulevard,1-Weekday,outbound,0654,2025-07-16,13,12,39.8,9,0.125,7.8,32.3
1,1-Washington Boulevard,1-Weekday,Inbound,0709,2025-07-16,13,13,47.3,9,0.145,7.7,34.1
1,1-Washington Boulevard,1-Weekday,outbound,0709,2025-07-16,19,19,55.3,11,0.183,7.7,37.4
1,1-Washington Boulevard,1-Weekday,outbound,0724,2025-07-16,17,19,37.5,10,0.124,8.4,35.2
1,1-Washington Boulevard,1-Weekday,Inbound,0724,2025-07-16,10,11,15.7,7,0.035,7.9,46.3
1,1-Washington Boulevard,1-Weekday,Inbound,0739,2025-07-16,12,13,31.3,8,0.073,7.9,47.3
1,1-Washington Boulevard,1-Weekday,outbound,0739,2025-07-16,20,24,37.1,10,0.101,7.8,46.9
1,1-Washington Boulevard,1-Weekday,Inbound,0754,2025-07-16,16,16,34.1,8,0.100,7.8,37.7
1,1-Washington Boulevard,1-Weekday,outbound,0755,2025-07-16,16,18,36.9,11,0.103,7.5,46.5
1,1-Washington Boulevard,1-Weekday,Inbound,0810,2025-07-16,9,8,27.3,9,0.080,7.8,40.6
1,1-Washington Boulevard,1-Weekday,outbound,0811,2025-07-16,24,31,43.9,12,0.150,7.8,35.2
1,1-Washington Boulevard,1-Weekday,Inbound,0826,2025-07-16,18,18,31.5,9,0.087,8.0,45.2
1,1-Washington Boulevard,1-Weekday,outbound,0827,2025-07-16,12,25,9.0,6,0.029,7.7,37.3
1,1-Washington Boulevard,1-Weekday,Inbound,0842,2025-07-16,16,16,48.0,12,0.139,7.8,45.4
1,1-Washington Boulevard,1-Weekday,outbound,0843,2025-07-16,20,25,34.1,9,0.084,7.8,49.7
1,1-Washington Boulevard,1-Weekday,Inbound,0859,2025-07-16,10,11,10.1,4,0.028,7.8,36.7
1,1-Washington Boulevard,1-Weekday,Inbound,0916,2025-07-16,22,22,66.8,16,0.203,7.8,37.5
1,1-Washington Boulevard,1-Weekday,Inbound,0933,2025-07-16,15,15,39.7,12,0.112,7.8,40.1
1,1-Washington Boulevard,1-Weekday,Inbound,0949,2025-07-16,12,12,25.1,5,0.058,7.8,50.2
1,1-Washington Boulevard,1-Weekday,outbound,0949,2025-07-16,18,27,27.1,8,0.084,7.8,36.1
1,1-Washington Boulevard,1-Weekday,Inbound,1005,2025-07-16,12,15,22.8,7,0.070,7.9,37.7
1,1-Washington Boulevard,1-Weekday,outbound,1006,2025-07-16,22,22,38.5,9,0.114,8.2,37.5
1,1-Washington Boulevard,1-Weekday,Inbound,1021,2025-07-16,15,15,44.9,11,0.136,7.8,39.4
1,1-Washington Boulevard,1-Weekday,outbound,1023,2025-07-16,24,28,31.5,10,0.094,7.8,43.8
1,1-Washington Boulevard,1-Weekday,Inbound,1037,2025-07-16,23,23,41.9,10,0.126,7.9,39.8
1,1-Washington Boulevard,1-Weekday,outbound,1040,2025-07-16,19,20,38.5,11,0.121,7.7,38.0
1,1-Washington Boulevard,1-Weekday,Inbound,1053,2025-07-16,6,10,11.4,4,0.033,7.7,34.1
1,1-Washington Boulevard,1-Weekday,outbound,1057,2025-07-16,23,25,28.8,8,0.082,7.9,42.4
1,1-Washington Boulevard,1-Weekday,Inbound,1109,2025-07-16,16,16,27.0,7,0.082,7.8,38.8
1,1-Washington Boulevard,1-Weekday,outbound,1114,2025-07-16,12,18,9.1,5,0.027,7.9,35.8
1,1-Washington Boulevard,1-Weekday,Inbound,1125,2025-07-16,21,21,55.3,12,0.162,7.8,39.1
1,1-Washington Boulevard,1-Weekday,outbound,1131,2025-07-16,17,21,26.8,7,0.092,7.8,35.9
1,1-Washington Boulevard,1-Weekday,Inbound,1141,2025-07-16,21,19,50.7,12,0.151,7.8,40.4
1,1-Washington Boulevard,1-Weekday,outbound,1147,2025-07-16,24,25,40.2,11,0.132,7.6,41.0
1,1-Washington Boulevard,1-Weekday,outbound,1202,2025-07-16,20,25,15.9,6,0.041,7.8,54.5
1,1-Washington Boulevard,1-Weekday,Inbound,1212,2025-07-16,14,14,40.7,9,0.117,7.9,43.7
1,1-Washington Boulevard,1-Weekday,outbound,1217,2025-07-16,13,12,37.3,9,0.119,7.7,40.9
1,1-Washington Boulevard,1-Weekday,Inbound,1227,2025-07-16,21,21,61.0,12,0.183,7.8,36.2
1,1-Washington Boulevard,1-Weekday,outbound,1232,2025-07-16,18,20,41.0,10,0.126,8.0,40.5
1,1-Washington Boulevard,1-Weekday,Inbound,1242,2025-07-16,25,26,66.7,14,0.191,7.8,41.3
1,1-Washington Boulevard,1-Weekday,Inbound,1257,2025-07-16,15,16,46.0,12,0.139,7.6,42.3
1,1-Washington Boulevard,1-Weekday,Inbound,1312,2025-07-16,31,31,91.5,16,0.271,8.0,45.5
1,1-Washington Boulevard,1-Weekday,outbound,1317,2025-07-16,28,30,57.0,15,0.169,7.7,43.5
1,1-Washington Boulevard,1-Weekday,Inbound,1327,2025-07-16,20,20,51.4,11,0.153,0.0,41.5
1,1-Washington Boulevard,1-Weekday,outbound,1332,2025-07-16,16,20,19.4,6,0.064,7.9,42.2
1,1-Washington Boulevard,1-Weekday,outbound,1347,2025-07-16,15,22,17.3,6,0.062,7.8,42.2
1,1-Washington Boulevard,1-Weekday,outbound,1402,2025-07-16,30,33,52.6,12,0.169,7.8,45.2
1,1-Washington Boulevard,1-Weekday,Inbound,1412,2025-07-16,40,40,92.7,22,0.274,8.1,48.0
1,1-Washington Boulevard,1-Weekday,outbound,1417,2025-07-16,23,23,70.0,13,0.218,7.8,41.6
1,1-Washington Boulevard,1-Weekday,Inbound,1427,2025-07-16,18,19,37.8,7,0.112,7.8,47.8
1,1-Washington Boulevard,1-Weekday,outbound,1432,2025-07-16,19,19,41.6,9,0.137,7.5,48.0
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-07-16,36,40,67.9,16,0.198,7.8,50.6
1,1-Washington Boulevard,1-Weekday,Inbound,1457,2025-07-16,14,15,39.6,10,0.134,7.9,45.9
1,1-Washington Boulevard,1-Weekday,Inbound,1512,2025-07-16,53,53,200.3,41,0.603,8.1,57.8
1,1-Washington Boulevard,1-Weekday,outbound,1517,2025-07-16,18,19,36.5,9,0.108,8.0,41.7
1,1-Washington Boulevard,1-Weekday,Inbound,1527,2025-07-16,26,25,72.2,14,0.199,8.2,56.8
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-07-16,23,26,52.0,16,0.171,7.7,37.8
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-07-16,16,20,27.3,8,0.086,7.5,41.6
1,1-Washington Boulevard,1-Weekday,outbound,1602,2025-07-16,18,25,23.4,7,0.074,7.8,45.0
1,1-Washington Boulevard,1-Weekday,Inbound,1612,2025-07-16,32,32,139.1,26,0.372,7.9,49.2
1,1-Washington Boulevard,1-Weekday,outbound,1617,2025-07-16,21,21,33.0,8,0.111,7.4,41.3
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-07-16,22,22,56.7,12,0.165,7.9,51.7
1,1-Washington Boulevard,1-Weekday,outbound,1632,2025-07-16,20,26,37.5,10,0.121,7.4,45.3
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-07-16,37,37,115.8,18,0.341,8.0,53.0
1,1-Washington Boulevard,1-Weekday,Inbound,1657,2025-07-16,37,40,85.7,21,0.255,8.0,54.5
1,1-Washington Boulevard,1-Weekday,Inbound,1712,2025-07-16,30,30,85.3,15,0.249,7.9,54.4
1,1-Washington Boulevard,1-Weekday,outbound,1717,2025-07-16,23,24,52.6,13,0.160,7.8,39.6
1,1-Washington Boulevard,1-Weekday,Inbound,1727,2025-07-16,32,32,82.5,18,0.259,7.8,58.3
1,1-Washington Boulevard,1-Weekday,outbound,1732,2025-07-16,9,9,14.4,4,0.046,7.8,38.2
1,1-Washington Boulevard,1-Weekday,outbound,1747,2025-07-16,11,15,16.1,5,0.052,7.8,42.0
1,1-Washington Boulevard,1-Weekday,outbound,1802,2025-07-16,12,13,27.1,8,0.084,7.5,39.8
1,1-Washington Boulevard,1-Weekday,Inbound,1814,2025-07-16,12,12,34.3,9,0.103,7.9,43.3
1,1-Washington Boulevard,1-Weekday,outbound,1818,2025-07-16,31,34,73.9,19,0.238,7.6,47.5
1,1-Washington Boulevard,1-Weekday,Inbound,1831,2025-07-16,32,32,91.6,20,0.219,7.8,52.5
1,1-Washington Boulevard,1-Weekday,outbound,1835,2025-07-16,22,24,36.8,11,0.118,7.8,49.6
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-07-16,23,23,68.3,14,0.190,7.8,43.0
1,1-Washington Boulevard,1-Weekday,Inbound,1905,2025-07-16,19,16,42.0,11,0.124,7.8,40.2
1,1-Washington Boulevard,1-Weekday,outbound,1920,2025-07-16,16,16,40.4,10,0.124,7.5,35.1
1,1-Washington Boulevard,1-Weekday,Inbound,1922,2025-07-16,17,18,55.5,12,0.160,7.9,46.8
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-07-16,13,15,39.8,8,0.123,7.7,39.3
1,1-Washington Boulevard,1-Weekday,Inbound,2004,2025-07-16,23,23,65.6,12,0.191,7.9,40.4
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-07-16,18,23,35.0,13,0.103,8.0,41.4
1,1-Washington Boulevard,1-Weekday,Inbound,2104,2025-07-16,12,12,47.6,8,0.143,7.9,36.3
1,1-Washington Boulevard,1-Weekday,Inbound,2134,2025-07-16,16,16,85.7,15,0.215,7.8,39.9
