Route,Route Name,Day of Week,Direction,Trip,Date,Passengers On,Passengers Off,Passenger Miles,Trip Max Load,Trip Load Factor,Act. Trip Travel Distance (Miles),Act. Trip Travel Time (Min.)
1,1-Washington Boulevard,1-Weekday,outbound,1432,2025-08-06,25,25,77.1,18,0.233,7.9,46.6
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-08-06,32,45,66.0,15,0.183,0.0,49.6
1,1-Washington Boulevard,1-Weekday,outbound,1502,2025-08-06,42,42,116.0,22,0.348,7.6,46.9
1,1-Washington Boulevard,1-Weekday,Inbound,1512,2025-08-06,62,62,176.5,33,0.518,8.1,53.1
1,1-Washington Boulevard,1-Weekday,outbound,1517,2025-08-06,11,14,20.9,6,0.055,7.8,54.1
1,1-Washington Boulevard,1-Weekday,Inbound,1527,2025-08-06,51,51,190.4,32,0.550,8.0,63.5
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-08-06,15,18,24.4,7,0.081,7.7,37.2
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-08-06,20,25,35.5,10,0.106,7.9,40.6
1,1-Washington Boulevard,1-Weekday,Inbound,1557,2025-08-06,62,62,176.8,32,0.516,7.9,55.5
1,1-Washington Boulevard,1-Weekday,Inbound,1612,2025-08-06,30,36,69.1,14,0.198,7.9,54.7
1,1-Washington Boulevard,1-Weekday,outbound,1617,2025-08-06,28,33,56.6,17,0.144,7.7,52.3
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-08-06,24,27,79.7,16,0.230,7.9,49.7
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-08-06,35,45,71.0,16,0.208,8.2,55.1
1,1-Washington Boulevard,1-Weekday,outbound,1702,2025-08-06,26,38,45.8,13,0.153,7.8,42.5
1,1-Washington Boulevard,1-Weekday,Inbound,1712,2025-08-06,60,60,171.9,36,0.476,7.8,53.4
1,1-Washington Boulevard,1-Weekday,outbound,1717,2025-08-06,18,18,42.2,11,0.106,7.7,53.2
1,1-Washington Boulevard,1-Weekday,Inbound,1727,2025-08-06,14,14,63.8,12,0.183,7.9,50.4
1,1-Washington Boulevard,1-Weekday,outbound,1732,2025-08-06,21,21,63.2,14,0.204,7.4,37.6
1,1-Washington Boulevard,1-Weekday,Inbound,1757,2025-08-06,47,41,180.5,36,0.492,8.0,50.9
1,1-Washington Boulevard,1-Weekday,Inbound,1814,2025-08-06,15,20,47.8,12,0.138,7.7,47.1
1,1-Washington Boulevard,1-Weekday,outbound,1818,2025-08-06,27,27,66.5,19,0.212,7.7,37.0
1,1-Washington Boulevard,1-Weekday,outbound,1835,2025-08-06,14,14,45.8,10,0.153,7.6,41.0
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-08-06,17,19,56.8,10,0.162,7.9,41.8
1,1-Washington Boulevard,1-Weekday,Inbound,1905,2025-08-06,21,21,67.6,11,0.163,7.7,56.9
1,1-Washington Boulevard,1-Weekday,outbound,1920,2025-08-06,9,10,21.8,5,0.069,7.7,37.6
1,1-Washington Boulevard,1-Weekday,Inbound,1922,2025-08-06,16,16,50.3,9,0.148,7.9,46.7
1,1-Washington Boulevard,1-Weekday,Inbound,1939,2025-08-06,8,8,27.9,5,0.073,7.7,45.5
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-08-06,9,20,7.4,4,0.025,7.8,41.1
1,1-Washington Boulevard,1-Weekday,Inbound,2004,2025-08-06,24,24,61.9,11,0.188,7.9,44.4
1,1-Washington Boulevard,1-Weekday,outbound,2020,2025-08-06,6,6,14.5,5,0.046,7.5,35.4
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-08-06,29,29,74.2,15,0.221,8.0,39.7
1,1-Washington Boulevard,1-Weekday,Inbound,2104,2025-08-06,13,13,49.9,9,0.146,8.1,42.6
1,1-Washington Boulevard,1-Weekday,Inbound,2134,2025-08-06,24,25,60.5,13,0.163,7.8,42.8
1,1-Washington Boulevard,1-Weekday,Inbound,2204,2025-08-06,15,13,58.5,10,0.139,7.9,38.2
1,1-Washington Boulevard,1-Weekday,Inbound,2234,2025-08-06,14,14,60.2,10,0.151,7.9,42.8
1,1-Washington Boulevard,1-Weekday,Inbound,0555,2025-08-07,3,3,16.3,3,0.049,7.8,28.2
1,1-Washington Boulevard,1-Weekday,outbound,0600,2025-08-07,26,27,97.7,19,0.308,7.8,33.8
1,1-Washington Boulevard,1-Weekday,outbound,0620,2025-08-07,25,27,67.2,15,0.220,7.8,36.1
1,1-Washington Boulevard,1-Weekday,Inbound,0635,2025-08-07,12,6,53.5,10,0.154,7.8,40.0
1,1-Washington Boulevard,1-Weekday,outbound,0639,2025-08-07,6,10,5.9,3,0.021,7.8,29.7
1,1-Washington Boulevard,1-Weekday,Inbound,0653,2025-08-07,13,13,44.4,8,0.140,7.6,33.6
1,1-Washington Boulevard,1-Weekday,outbound,0654,2025-08-07,20,21,73.7,15,0.218,7.8,29.8
1,1-Washington Boulevard,1-Weekday,Inbound,0709,2025-08-07,13,13,28.8,7,0.087,7.8,32.8
1,1-Washington Boulevard,1-Weekday,outbound,0724,2025-08-07,18,21,78.9,14,0.246,7.8,35.7
1,1-Washington Boulevard,1-Weekday,Inbound,0724,2025-08-07,14,14,40.0,8,0.117,7.9,35.8
1,1-Washington Boulevard,1-Weekday,outbound,0739,2025-08-07,23,23,75.4,17,0.213,7.5,45.1
1,1-Washington Boulevard,1-Weekday,Inbound,0739,2025-08-07,12,12,27.3,10,0.086,7.9,36.5
1,1-Washington Boulevard,1-Weekday,outbound,0755,2025-08-07,21,16,85.0,15,0.266,7.7,39.9
1,1-Washington Boulevard,1-Weekday,Inbound,0810,2025-08-07,13,8,51.5,9,0.159,7.9,39.4
1,1-Washington Boulevard,1-Weekday,outbound,0811,2025-08-07,24,30,38.2,14,0.123,7.4,38.9
1,1-Washington Boulevard,1-Weekday,Inbound,0826,2025-08-07,21,21,39.6,10,0.124,7.7,42.7
1,1-Washington Boulevard,1-Weekday,outbound,0827,2025-08-07,28,33,53.1,18,0.180,7.6,39.0
1,1-Washington Boulevard,1-Weekday,Inbound,0842,2025-08-07,24,24,57.1,13,0.172,7.8,40.3
1,1-Washington Boulevard,1-Weekday,outbound,0859,2025-08-07,18,21,56.9,13,0.174,7.3,40.7
1,1-Washington Boulevard,1-Weekday,Inbound,0859,2025-08-07,14,16,54.8,10,0.162,7.8,38.1
1,1-Washington Boulevard,1-Weekday,Inbound,0916,2025-08-07,15,17,39.0,10,0.112,7.8,37.8
1,1-Washington Boulevard,1-Weekday,outbound,0932,2025-08-07,16,22,22.3,9,0.057,8.3,35.1
1,1-Washington Boulevard,1-Weekday,Inbound,0933,2025-08-07,15,15,61.2,12,0.168,8.0,47.0
1,1-Washington Boulevard,1-Weekday,Inbound,0949,2025-08-07,11,9,33.0,7,0.098,7.7,36.5
1,1-Washington Boulevard,1-Weekday,outbound,0949,2025-08-07,6,10,4.8,2,0.016,7.8,35.9
1,1-Washington Boulevard,1-Weekday,Inbound,1005,2025-08-07,14,14,31.8,8,0.097,7.7,35.9
1,1-Washington Boulevard,1-Weekday,outbound,1006,2025-08-07,24,24,64.3,14,0.205,7.7,37.6
1,1-Washington Boulevard,1-Weekday,Inbound,1021,2025-08-07,14,14,33.3,8,0.101,7.8,35.2
1,1-Washington Boulevard,1-Weekday,outbound,1023,2025-08-07,13,11,43.1,9,0.129,7.8,45.5
1,1-Washington Boulevard,1-Weekday,Inbound,1037,2025-08-07,22,23,51.3,11,0.149,8.3,46.0
1,1-Washington Boulevard,1-Weekday,outbound,1040,2025-08-07,35,31,109.3,19,0.348,7.8,47.8
1,1-Washington Boulevard,1-Weekday,Inbound,1053,2025-08-07,17,17,74.3,15,0.229,7.8,38.3
1,1-Washington Boulevard,1-Weekday,outbound,1057,2025-08-07,15,15,34.4,8,0.109,7.7,42.8
1,1-Washington Boulevard,1-Weekday,Inbound,1109,2025-08-07,15,18,26.4,8,0.082,7.9,36.9
1,1-Washington Boulevard,1-Weekday,outbound,1114,2025-08-07,31,35,52.7,23,0.155,7.7,39.2
1,1-Washington Boulevard,1-Weekday,Inbound,1125,2025-08-07,17,20,41.2,9,0.125,7.7,36.3
1,1-Washington Boulevard,1-Weekday,outbound,1131,2025-08-07,38,44,42.5,30,0.116,7.4,37.1
1,1-Washington Boulevard,1-Weekday,Inbound,1141,2025-08-07,16,16,47.3,10,0.141,7.8,49.9
1,1-Washington Boulevard,1-Weekday,outbound,1147,2025-08-07,22,23,33.6,9,0.107,7.7,38.3
1,1-Washington Boulevard,1-Weekday,Inbound,1157,2025-08-07,10,10,29.9,6,0.080,8.8,40.7
1,1-Washington Boulevard,1-Weekday,outbound,1202,2025-08-07,17,24,22.1,8,0.052,7.7,53.7
1,1-Washington Boulevard,1-Weekday,Inbound,1212,2025-08-07,4,4,18.2,3,0.060,7.8,43.3
1,1-Washington Boulevard,1-Weekday,outbound,1217,2025-08-07,28,28,103.8,18,0.251,7.7,54.8
1,1-Washington Boulevard,1-Weekday,Inbound,1227,2025-08-07,25,25,75.0,17,0.226,7.7,39.7
1,1-Washington Boulevard,1-Weekday,Inbound,1242,2025-08-07,14,14,22.8,8,0.072,7.8,37.7
1,1-Washington Boulevard,1-Weekday,Inbound,1257,2025-08-07,20,20,45.5,11,0.137,7.8,43.7
1,1-Washington Boulevard,1-Weekday,outbound,1302,2025-08-07,27,27,108.8,22,0.348,7.8,42.1
1,1-Washington Boulevard,1-Weekday,Inbound,1312,2025-08-07,15,15,38.9,7,0.121,7.6,39.7
1,1-Washington Boulevard,1-Weekday,outbound,1317,2025-08-07,18,23,23.7,7,0.081,7.8,42.3
1,1-Washington Boulevard,1-Weekday,Inbound,1327,2025-08-07,30,30,103.0,20,0.310,8.0,42.9
1,1-Washington Boulevard,1-Weekday,outbound,1332,2025-08-07,31,36,35.7,10,0.114,7.7,42.4
1,1-Washington Boulevard,1-Weekday,outbound,1347,2025-08-07,18,21,29.0,5,0.092,7.7,41.4
1,1-Washington Boulevard,1-Weekday,Inbound,1357,2025-08-07,51,51,183.5,32,0.538,8.0,47.9
1,1-Washington Boulevard,1-Weekday,outbound,1402,2025-08-07,13,17,29.3,8,0.086,7.7,44.0
1,1-Washington Boulevard,1-Weekday,Inbound,1412,2025-08-07,22,22,67.5,14,0.213,7.8,50.6
1,1-Washington Boulevard,1-Weekday,outbound,1417,2025-08-07,23,23,57.5,11,0.178,7.8,40.9
1,1-Washington Boulevard,1-Weekday,Inbound,1427,2025-08-07,16,16,37.1,6,0.114,7.8,45.6
1,1-Washington Boulevard,1-Weekday,outbound,1432,2025-08-07,24,27,36.6,9,0.114,7.6,51.4
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-08-07,26,32,70.1,13,0.206,8.0,51.6
1,1-Washington Boulevard,1-Weekday,Inbound,1457,2025-08-07,21,22,48.2,11,0.150,7.9,48.1
1,1-Washington Boulevard,1-Weekday,outbound,1502,2025-08-07,34,40,175.3,29,0.548,7.5,44.2
1,1-Washington Boulevard,1-Weekday,Inbound,1512,2025-08-07,26,26,81.6,17,0.263,7.9,51.9
1,1-Washington Boulevard,1-Weekday,outbound,1517,2025-08-07,22,24,33.9,8,0.102,7.7,45.3
1,1-Washington Boulevard,1-Weekday,Inbound,1527,2025-08-07,37,38,105.0,21,0.309,7.9,56.6
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-08-07,9,10,20.0,6,0.053,7.8,51.2
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-08-07,18,22,21.5,6,0.072,7.7,38.6
1,1-Washington Boulevard,1-Weekday,Inbound,1557,2025-08-07,53,47,274.1,50,0.804,8.5,62.6
1,1-Washington Boulevard,1-Weekday,outbound,1602,2025-08-07,25,30,23.1,6,0.078,7.8,46.1
1,1-Washington Boulevard,1-Weekday,Inbound,1612,2025-08-07,20,20,98.5,16,0.288,7.8,52.1
1,1-Washington Boulevard,1-Weekday,outbound,1617,2025-08-07,11,15,9.6,4,0.027,7.8,51.3
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-08-07,26,26,92.0,17,0.271,7.7,55.3
1,1-Washington Boulevard,1-Weekday,outbound,1632,2025-08-07,9,15,6.8,4,0.026,7.5,42.9
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-08-07,32,32,108.7,23,0.330,7.9,56.6
1,1-Washington Boulevard,1-Weekday,Inbound,1657,2025-08-07,23,29,48.4,11,0.154,7.8,52.9
1,1-Washington Boulevard,1-Weekday,Inbound,1712,2025-08-07,25,25,78.1,16,0.234,7.9,54.4
1,1-Washington Boulevard,1-Weekday,outbound,1717,2025-08-07,27,27,62.2,21,0.195,7.8,43.8
1,1-Washington Boulevard,1-Weekday,Inbound,1727,2025-08-07,41,38,109.4,18,0.320,8.1,57.7
1,1-Washington Boulevard,1-Weekday,outbound,1732,2025-08-07,21,23,24.6,7,0.089,7.7,40.9
1,1-Washington Boulevard,1-Weekday,Inbound,1757,2025-08-07,54,54,164.6,28,0.469,8.0,57.4
1,1-Washington Boulevard,1-Weekday,outbound,1802,2025-08-07,23,22,62.8,14,0.202,7.7,39.3
1,1-Washington Boulevard,1-Weekday,Inbound,1814,2025-08-07,19,19,56.1,12,0.154,7.9,49.3
1,1-Washington Boulevard,1-Weekday,outbound,1818,2025-08-07,16,16,22.6,7,0.063,7.7,44.8
1,1-Washington Boulevard,1-Weekday,Inbound,1831,2025-08-07,21,21,91.0,17,0.197,7.9,56.7
1,1-Washington Boulevard,1-Weekday,outbound,1835,2025-08-07,16,22,21.7,8,0.070,7.4,50.7
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-08-07,34,33,105.3,19,0.317,7.8,50.9
1,1-Washington Boulevard,1-Weekday,outbound,1855,2025-08-07,19,12,62.1,13,0.221,7.2,37.2
1,1-Washington Boulevard,1-Weekday,Inbound,1905,2025-08-07,14,14,36.9,7,0.085,7.8,53.8
1,1-Washington Boulevard,1-Weekday,outbound,1920,2025-08-07,4,4,10.6,4,0.032,8.2,37.5
1,1-Washington Boulevard,1-Weekday,Inbound,1922,2025-08-07,23,23,49.1,9,0.149,8.0,46.2
1,1-Washington Boulevard,1-Weekday,Inbound,1939,2025-08-07,17,18,45.4,8,0.142,8.1,40.7
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-08-07,23,24,44.7,12,0.160,7.6,41.6
1,1-Washington Boulevard,1-Weekday,Inbound,2004,2025-08-07,22,22,107.4,17,0.301,7.9,48.4
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-08-07,9,11,25.6,5,0.081,7.8,34.4
1,1-Washington Boulevard,1-Weekday,Inbound,2104,2025-08-07,12,12,36.2,8,0.099,7.8,44.3
1,1-Washington Boulevard,1-Weekday,outbound,2120,2025-08-07,15,17,32.4,9,0.107,7.9,38.1
1,1-Washington Boulevard,1-Weekday,Inbound,2134,2025-08-07,19,19,108.1,18,0.251,8.2,45.8
1,1-Washington Boulevard,1-Weekday,Inbound,2234,2025-08-07,24,24,84.5,18,0.199,9.4,48.4
1,1-Washington Boulevard,1-Weekday,Inbound,0555,2025-08-08,8,10,9.2,4,0.027,7.7,29.6
1,1-Washington Boulevard,1-Weekday,outbound,0600,2025-08-08,27,27,112.3,22,0.345,7.8,34.0
1,1-Washington Boulevard,1-Weekday,Inbound,0615,2025-08-08,8,9,20.8,5,0.062,7.5,33.7
1,1-Washington Boulevard,1-Weekday,outbound,0620,2025-08-08,22,25,116.8,19,0.360,7.8,32.1
1,1-Washington Boulevard,1-Weekday,Inbound,0635,2025-08-08,8,8,32.9,7,0.111,1.2,31.2
1,1-Washington Boulevard,1-Weekday,outbound,0639,2025-08-08,10,10,25.3,6,0.074,8.3,31.8
1,1-Washington Boulevard,1-Weekday,Inbound,0653,2025-08-08,6,6,16.7,4,0.046,7.8,30.7
1,1-Washington Boulevard,1-Weekday,outbound,0654,2025-08-08,24,24,82.4,15,0.258,7.8,30.7
1,1-Washington Boulevard,1-Weekday,outbound,0709,2025-08-08,18,17,57.4,11,0.162,7.7,45.1
1,1-Washington Boulevard,1-Weekday,Inbound,0709,2025-08-08,15,3,75.3,14,0.216,8.4,33.8
1,1-Washington Boulevard,1-Weekday,outbound,0724,2025-08-08,12,18,15.6,5,0.053,7.7,36.3
1,1-Washington Boulevard,1-Weekday,Inbound,0724,2025-08-08,5,3,20.4,5,0.057,7.7,39.5
1,1-Washington Boulevard,1-Weekday,Inbound,0739,2025-08-08,7,5,25.0,6,0.077,7.8,42.4
1,1-Washington Boulevard,1-Weekday,outbound,0739,2025-08-08,27,28,96.5,21,0.250,7.7,41.7
1,1-Washington Boulevard,1-Weekday,Inbound,0754,2025-08-08,21,22,52.0,15,0.143,7.7,40.2
1,1-Washington Boulevard,1-Weekday,outbound,0755,2025-08-08,17,2,83.0,15,0.249,9.0,46.1
1,1-Washington Boulevard,1-Weekday,Inbound,0810,2025-08-08,10,10,20.5,7,0.067,7.7,36.3
1,1-Washington Boulevard,1-Weekday,outbound,0811,2025-08-08,42,42,124.1,24,0.387,7.9,38.7
1,1-Washington Boulevard,1-Weekday,Inbound,0826,2025-08-08,6,5,12.2,3,0.033,0.0,43.0
1,1-Washington Boulevard,1-Weekday,outbound,0827,2025-08-08,29,29,89.5,17,0.229,7.9,42.8
1,1-Washington Boulevard,1-Weekday,Inbound,0842,2025-08-08,0,0,0.0,0,0.000,7.8,37.4
1,1-Washington Boulevard,1-Weekday,outbound,0843,2025-08-08,15,25,11.5,5,0.038,7.7,49.6
1,1-Washington Boulevard,1-Weekday,outbound,0859,2025-08-08,17,20,29.6,6,0.097,7.8,38.8
1,1-Washington Boulevard,1-Weekday,Inbound,0859,2025-08-08,16,16,46.2,10,0.149,7.7,38.2
1,1-Washington Boulevard,1-Weekday,outbound,0915,2025-08-08,17,24,18.0,7,0.061,7.4,36.7
1,1-Washington Boulevard,1-Weekday,Inbound,0916,2025-08-08,13,14,21.5,6,0.065,7.8,37.6
1,1-Washington Boulevard,1-Weekday,outbound,0932,2025-08-08,0,0,0.0,0,0.000,7.6,49.0
1,1-Washington Boulevard,1-Weekday,Inbound,0933,2025-08-08,14,14,32.6,9,0.102,7.7,34.9
1,1-Washington Boulevard,1-Weekday,Inbound,0949,2025-08-08,14,14,27.6,8,0.078,7.8,39.1
1,1-Washington Boulevard,1-Weekday,outbound,0949,2025-08-08,14,16,26.4,6,0.079,8.0,38.2
1,1-Washington Boulevard,1-Weekday,Inbound,1005,2025-08-08,25,21,82.8,18,0.258,8.0,40.4
1,1-Washington Boulevard,1-Weekday,outbound,1006,2025-08-08,20,20,27.1,6,0.084,7.7,38.1
1,1-Washington Boulevard,1-Weekday,Inbound,1021,2025-08-08,19,19,46.3,14,0.144,8.1,38.8
1,1-Washington Boulevard,1-Weekday,outbound,1023,2025-08-08,17,21,37.0,9,0.120,7.6,39.8
1,1-Washington Boulevard,1-Weekday,Inbound,1037,2025-08-08,16,19,47.4,12,0.140,7.8,36.8
1,1-Washington Boulevard,1-Weekday,outbound,1040,2025-08-08,15,19,20.6,7,0.076,7.6,42.7
1,1-Washington Boulevard,1-Weekday,Inbound,1053,2025-08-08,31,30,82.2,25,0.240,7.8,37.7
1,1-Washington Boulevard,1-Weekday,outbound,1057,2025-08-08,12,22,9.2,4,0.026,7.4,36.5
1,1-Washington Boulevard,1-Weekday,Inbound,1109,2025-08-08,15,13,35.4,7,0.113,7.7,38.9
1,1-Washington Boulevard,1-Weekday,outbound,1114,2025-08-08,30,30,55.7,15,0.169,7.6,39.7
1,1-Washington Boulevard,1-Weekday,Inbound,1125,2025-08-08,24,24,55.5,11,0.164,8.1,42.3
1,1-Washington Boulevard,1-Weekday,outbound,1131,2025-08-08,14,20,22.7,9,0.078,7.7,34.6
1,1-Washington Boulevard,1-Weekday,Inbound,1141,2025-08-08,9,9,24.5,7,0.068,7.8,40.2
1,1-Washington Boulevard,1-Weekday,outbound,1147,2025-08-08,23,23,57.2,13,0.179,7.6,38.1
1,1-Washington Boulevard,1-Weekday,Inbound,1157,2025-08-08,17,18,43.6,9,0.119,7.9,39.1
1,1-Washington Boulevard,1-Weekday,outbound,1202,2025-08-08,32,32,77.1,17,0.251,7.7,41.3
1,1-Washington Boulevard,1-Weekday,Inbound,1212,2025-08-08,29,30,94.7,20,0.282,7.9,44.5
1,1-Washington Boulevard,1-Weekday,Inbound,1227,2025-08-08,22,24,65.9,11,0.196,7.8,45.0
1,1-Washington Boulevard,1-Weekday,outbound,1232,2025-08-08,24,25,42.3,11,0.113,7.8,54.5
1,1-Washington Boulevard,1-Weekday,Inbound,1242,2025-08-08,38,41,86.7,19,0.292,8.0,45.7
1,1-Washington Boulevard,1-Weekday,Inbound,1257,2025-08-08,16,16,28.1,9,0.081,7.8,40.9
1,1-Washington Boulevard,1-Weekday,outbound,1302,2025-08-08,33,39,73.2,18,0.153,8.4,55.2
1,1-Washington Boulevard,1-Weekday,Inbound,1312,2025-08-08,29,29,93.9,18,0.274,7.9,44.4
1,1-Washington Boulevard,1-Weekday,outbound,1317,2025-08-08,23,23,58.2,10,0.188,7.8,39.5
1,1-Washington Boulevard,1-Weekday,Inbound,1327,2025-08-08,19,22,41.5,11,0.130,7.8,43.4
1,1-Washington Boulevard,1-Weekday,outbound,1332,2025-08-08,25,36,19.8,6,0.063,7.8,51.7
1,1-Washington Boulevard,1-Weekday,outbound,1347,2025-08-08,7,10,15.1,4,0.038,7.6,53.9
1,1-Washington Boulevard,1-Weekday,Inbound,1357,2025-08-08,35,36,92.7,20,0.298,7.7,38.6
1,1-Washington Boulevard,1-Weekday,outbound,1402,2025-08-08,26,28,50.2,13,0.131,7.7,53.8
1,1-Washington Boulevard,1-Weekday,Inbound,1412,2025-08-08,27,22,77.1,19,0.202,7.9,64.6
1,1-Washington Boulevard,1-Weekday,outbound,1417,2025-08-08,27,35,63.5,19,0.155,7.8,52.0
1,1-Washington Boulevard,1-Weekday,Inbound,1427,2025-08-08,34,33,84.4,19,0.245,7.9,56.7
1,1-Washington Boulevard,1-Weekday,outbound,1432,2025-08-08,11,15,5.6,2,0.016,7.7,46.9
1,1-Washington Boulevard,1-Weekday,Inbound,1442,2025-08-08,23,23,67.0,15,0.202,7.9,51.3
1,1-Washington Boulevard,1-Weekday,Inbound,1457,2025-08-08,31,30,71.8,17,0.219,7.9,52.7
1,1-Washington Boulevard,1-Weekday,outbound,1502,2025-08-08,31,37,53.1,16,0.172,7.8,38.7
1,1-Washington Boulevard,1-Weekday,Inbound,1512,2025-08-08,32,32,91.7,18,0.284,7.9,48.9
1,1-Washington Boulevard,1-Weekday,outbound,1517,2025-08-08,32,32,140.0,27,0.416,7.9,49.9
1,1-Washington Boulevard,1-Weekday,Inbound,1527,2025-08-08,38,40,111.0,21,0.340,8.2,56.1
1,1-Washington Boulevard,1-Weekday,outbound,1532,2025-08-08,24,29,39.6,11,0.137,7.8,41.7
1,1-Washington Boulevard,1-Weekday,outbound,1547,2025-08-08,14,14,40.6,9,0.120,7.7,43.2
1,1-Washington Boulevard,1-Weekday,Inbound,1557,2025-08-08,68,68,214.7,46,0.622,8.0,54.8
1,1-Washington Boulevard,1-Weekday,outbound,1602,2025-08-08,33,38,62.9,14,0.202,7.8,47.2
1,1-Washington Boulevard,1-Weekday,Inbound,1612,2025-08-08,32,31,157.1,25,0.461,8.0,56.7
1,1-Washington Boulevard,1-Weekday,outbound,1617,2025-08-08,18,20,42.9,10,0.129,7.8,40.3
1,1-Washington Boulevard,1-Weekday,Inbound,1627,2025-08-08,47,49,121.5,25,0.330,7.9,63.5
1,1-Washington Boulevard,1-Weekday,outbound,1632,2025-08-08,15,18,20.7,9,0.069,7.4,43.4
1,1-Washington Boulevard,1-Weekday,Inbound,1642,2025-08-08,34,34,110.1,22,0.295,7.8,58.4
1,1-Washington Boulevard,1-Weekday,Inbound,1657,2025-08-08,38,38,95.2,17,0.290,7.8,56.0
1,1-Washington Boulevard,1-Weekday,outbound,1702,2025-08-08,31,38,45.9,17,0.106,7.5,54.0
1,1-Washington Boulevard,1-Weekday,Inbound,1712,2025-08-08,13,14,42.8,11,0.113,7.9,51.2
1,1-Washington Boulevard,1-Weekday,outbound,1717,2025-08-08,13,13,58.0,13,0.181,7.5,54.4
1,1-Washington Boulevard,1-Weekday,Inbound,1727,2025-08-08,20,20,65.6,14,0.197,7.9,53.7
1,1-Washington Boulevard,1-Weekday,outbound,1747,2025-08-08,14,14,22.2,5,0.073,7.6,36.4
1,1-Washington Boulevard,1-Weekday,Inbound,1757,2025-08-08,26,26,86.6,17,0.259,7.9,43.3
1,1-Washington Boulevard,1-Weekday,Inbound,1814,2025-08-08,17,18,56.8,11,0.160,7.9,47.4
1,1-Washington Boulevard,1-Weekday,outbound,1818,2025-08-08,25,31,44.7,11,0.136,7.7,44.1
1,1-Washington Boulevard,1-Weekday,Inbound,1831,2025-08-08,16,19,51.2,12,0.113,7.8,59.3
1,1-Washington Boulevard,1-Weekday,outbound,1835,2025-08-08,14,16,38.6,9,0.122,7.7,42.6
1,1-Washington Boulevard,1-Weekday,Inbound,1848,2025-08-08,33,33,90.6,21,0.268,7.9,39.6
1,1-Washington Boulevard,1-Weekday,outbound,1855,2025-08-08,25,28,47.3,19,0.129,7.6,38.9
1,1-Washington Boulevard,1-Weekday,Inbound,1905,2025-08-08,31,31,71.7,13,0.185,7.9,57.5
1,1-Washington Boulevard,1-Weekday,outbound,1920,2025-08-08,17,25,14.6,9,0.039,7.8,40.9
1,1-Washington Boulevard,1-Weekday,Inbound,1922,2025-08-08,24,24,60.0,11,0.175,7.8,43.9
1,1-Washington Boulevard,1-Weekday,Inbound,1939,2025-08-08,14,16,47.6,10,0.110,7.9,40.3
1,1-Washington Boulevard,1-Weekday,outbound,1950,2025-08-08,16,21,14.2,5,0.046,7.7,35.5
1,1-Washington Boulevard,1-Weekday,Inbound,2004,2025-08-08,22,22,115.0,18,0.325,7.9,48.2
1,1-Washington Boulevard,1-Weekday,outbound,2020,2025-08-08,19,21,47.9,15,0.150,8.2,40.3
1,1-Washington Boulevard,1-Weekday,Inbound,2034,2025-08-08,36,36,96.5,21,0.285,7.8,37.7
1,1-Washington Boulevard,1-Weekday,Inbound,2104,2025-08-08,47,50,102.7,34,0.322,7.9,48.3
1,1-Washington Boulevard,1-Weekday,outbound,2120,2025-08-08,12,12,35.5,8,0.117,7.6,32.7
1,1-Washington Boulevard,1-Weekday,Inbound,2134,2025-08-08,25,25,96.5,15,0.239,7.8,43.1
1,1-Washington Boulevard,1-Weekday,Inbound,2204,2025-08-08,20,20,61.4,14,0.187,7.9,35.7
1,1-Washington Boulevard,1-Weekday,Inbound,2234,2025-08-08,16,17,41.6,10,0.102,7.8,44.2
1,1-Washington Boulevard,2-Saturday,outbound,0600,2025-08-09,20,23,75.8,18,0.228,7.8,32.7
1,1-Washington Boulevard,2-Saturday,outbound,0626,2025-08-09,24,26,96.7,16,0.305,7.7,31.6
1,1-Washington Boulevard,2-Saturday,Inbound,0640,2025-08-09,7,8,11.9,4,0.034,7.7,26.0
1,1-Washington Boulevard,2-Saturday,outbound,0656,2025-08-09,19,20,62.5,12,0.201,7.8,30.7
1,1-Washington Boulevard,2-Saturday,Inbound,0707,2025-08-09,13,11,47.6,9,0.154,7.7,30.3
1,1-Washington Boulevard,2-Saturday,outbound,0726,2025-08-09,11,20,27.6,8,0.069,7.9,38.6
1,1-Washington Boulevard,2-Saturday,Inbound,0737,2025-08-09,16,16,42.4,9,0.131,7.8,30.6
1,1-Washington Boulevard,2-Saturday,outbound,0754,2025-08-09,30,31,102.9,17,0.313,7.7,36.9
1,1-Washington Boulevard,2-Saturday,Inbound,0807,2025-08-09,17,17,48.7,11,0.140,7.9,36.1
